store_id,category,brand,gender,month,historical_year_count,monthly_units_sold,avg_price_lkr,avg_promotion_percent,total_revenue,total_customer_count,unique_products_sold,holiday_days,festival_days,school_days,weekend_days,promotion_days,max_promotion_percent,avg_campaign_discount,previous_month_sales,previous_2_month_avg,previous_3_month_avg,previous_6_month_avg,same_month_last_year,sales_growth_1m,sales_growth_3m
CP002,Kids,Modano,Kids,3,5,137.4,2172.11,0.0,302471.81,109.2,21,0,0,0,9,0,0.0,0.0,110.4,120.5,104.87,99.77,108.8,-10.1,5.1
CP002,Kids,Modano,Kids,4,5,176.8,2087.42,0.15,367151.74,149.4,22,2,9,0,9,5,22.0,15.88,137.4,123.9,126.13,103.17,140.4,13.5,22.97
CP002,Kids,Modano,Kids,5,5,130.2,2040.04,0.0,262476.33,105.0,21,2,1,0,9,4,15.0,13.52,176.8,157.1,141.53,109.37,101.6,19.7,32.17
CP002,Kids,Modano,Kids,6,5,126.2,1990.51,0.0,248918.1,98.6,21,1,0,0,9,0,0.0,0.0,130.2,153.5,148.13,109.23,104.0,-23.3,38.9
CP002,Kids,Modano,Kids,7,5,121.8,2067.29,0.0,251045.78,97.8,20,0,0,0,9,5,20.0,16.2,126.2,128.2,144.4,135.27,101.0,-2.0,9.13
CP002,Kids,Modano,Kids,8,5,159.8,2137.02,0.0,342327.39,126.4,21,0,0,21,9,6,20.0,14.61,121.8,124.0,126.07,133.8,137.8,-2.2,-7.73
CP002,Kids,Modano,Kids,9,5,117.6,2045.32,0.0,239389.78,94.2,19,0,0,5,8,0,0.0,0.0,159.8,140.8,135.93,142.03,90.6,19.0,-6.1
CP002,Kids,Modano,Kids,10,5,119.0,2057.73,0.0,246668.2,98.2,19,1,0,0,9,0,0.0,0.0,117.6,138.7,133.07,138.73,93.2,-21.1,-5.67
CP002,Kids,Modano,Kids,11,5,126.8,2046.26,0.0,257434.42,102.0,19,0,0,0,9,3,27.0,24.08,119.0,118.3,132.13,129.1,100.2,0.7,3.03
CP002,Kids,Modano,Kids,12,5,154.2,2024.78,0.33,313195.36,124.0,18,1,6,0,9,13,29.0,22.71,126.8,122.9,121.13,128.53,132.8,3.9,-7.4
CP002,Men,Emerald,Men,1,5,218.8,3761.2,0.07,852056.89,177.8,31,0,0,10,9,8,15.0,11.84,215.6,204.4,191.4,183.7,183.8,11.2,7.7
CP002,Men,Emerald,Men,2,5,210.2,3545.91,0.0,800365.65,170.2,29,1,0,0,8,0,0.0,0.0,218.8,196.7,195.53,187.23,162.0,22.1,8.3
CP002,Men,Emerald,Men,3,5,262.6,3777.29,0.0,996221.6,216.6,33,0,0,0,9,0,0.0,0.0,210.2,214.5,191.4,185.9,213.0,-4.3,5.5
CP002,Men,Emerald,Men,4,5,254.0,3526.1,0.09,907615.31,207.0,33,2,9,0,9,10,25.0,19.21,262.6,236.4,230.53,190.63,192.8,26.2,39.9
CP002,Men,Emerald,Men,5,5,223.6,3765.45,0.15,863613.6,182.6,32,2,1,0,9,8,15.0,12.2,254.0,258.3,242.27,197.07,182.6,-4.3,45.2
CP002,Men,Emerald,Men,6,5,224.8,3847.81,0.0,887284.06,184.0,31,1,0,0,9,0,0.0,0.0,223.6,238.8,246.73,193.47,161.6,-15.2,53.27
CP002,Men,Emerald,Men,7,5,221.0,3801.43,0.05,871023.76,180.8,29,0,0,0,9,9,20.0,15.04,224.8,224.2,234.13,232.33,156.6,0.6,1.8
CP002,Men,Emerald,Men,8,5,245.4,3774.32,0.12,962239.03,197.4,32,0,0,21,9,8,20.0,15.63,221.0,222.9,223.13,232.7,188.8,-1.9,-9.57
CP002,Men,Emerald,Men,9,5,232.2,3849.53,0.0,931774.34,192.8,31,0,0,5,8,0,0.0,0.0,245.4,233.2,230.4,238.57,182.6,12.2,-8.17
CP002,Men,Emerald,Men,10,5,211.0,3770.57,0.0,818951.32,168.0,33,1,0,0,9,0,0.0,0.0,232.2,238.8,232.87,233.5,165.4,-6.6,-0.63
CP002,Men,Emerald,Men,11,5,263.8,3567.48,0.07,937959.61,217.8,32,0,0,0,9,5,28.0,24.23,211.0,221.6,229.53,226.33,193.2,-10.6,3.2
CP002,Men,Emerald,Men,12,5,265.8,3920.36,0.0,1067664.15,216.0,31,1,6,0,9,17,30.0,22.1,263.8,237.4,235.67,233.03,215.6,26.4,2.63
CP002,Men,Hustle,Men,1,5,208.6,3478.38,0.08,719346.89,166.2,34,0,0,10,9,6,14.0,11.64,189.2,172.6,172.0,171.7,168.0,16.6,0.3
CP002,Men,Hustle,Men,2,5,169.6,3583.88,0.0,589858.62,136.4,29,1,0,0,8,0,0.0,0.0,208.6,176.6,169.73,170.0,128.8,32.0,-0.27
CP002,Men,Hustle,Men,3,5,204.6,3397.1,0.0,687594.51,164.0,33,0,0,0,9,0,0.0,0.0,169.6,189.1,166.73,164.63,152.6,-19.5,2.1
CP002,Men,Hustle,Men,4,5,209.8,3542.59,0.0,753542.57,169.6,33,2,9,0,9,11,25.0,18.25,204.6,187.1,194.27,164.67,152.2,17.5,29.6
CP002,Men,Hustle,Men,5,5,179.6,3474.77,0.04,619341.91,142.4,30,2,1,0,9,7,15.0,12.46,209.8,207.2,194.67,163.83,149.4,2.6,30.83
CP002,Men,Hustle,Men,6,5,212.0,3527.59,0.0,725507.88,166.2,35,1,0,0,9,0,0.0,0.0,179.6,194.7,198.0,162.53,168.0,-15.1,35.47
CP002,Men,Hustle,Men,7,5,210.4,3508.74,0.03,710141.75,166.8,33,0,0,0,9,8,19.0,14.68,212.0,195.8,200.47,197.37,174.2,16.2,3.1
CP002,Men,Hustle,Men,8,5,205.2,3449.22,0.11,699255.25,162.6,31,0,0,21,9,8,19.0,14.26,210.4,211.2,200.67,197.67,179.2,-0.8,3.0
CP002,Men,Hustle,Men,9,5,196.0,3503.28,0.0,662079.53,157.0,33,0,0,5,8,0,0.0,0.0,205.2,207.8,209.2,203.6,160.8,-2.6,5.6
CP002,Men,Hustle,Men,10,5,212.8,3406.0,0.0,690332.26,173.6,35,1,0,0,9,0,0.0,0.0,196.0,200.6,203.87,202.17,170.8,-4.6,1.7
CP002,Men,Hustle,Men,11,5,201.8,3558.13,0.08,678127.04,162.8,33,0,0,0,9,5,30.0,25.86,212.8,204.4,204.67,202.67,156.0,8.4,2.0
CP002,Men,Hustle,Men,12,5,221.8,3369.69,0.6,762247.13,179.4,32,1,6,0,9,16,30.0,22.18,201.8,207.3,203.53,206.37,189.2,-5.5,-2.83
CP002,Men,King Street,Men,1,5,64.4,3738.43,0.0,234455.69,51.4,12,0,0,10,9,4,13.0,11.92,79.4,64.4,67.07,64.13,45.4,15.0,2.93
CP002,Men,King Street,Men,2,5,69.8,3821.83,0.0,266842.84,56.8,13,1,0,0,8,0,0.0,0.0,64.4,66.6,60.87,63.3,54.8,-2.2,-2.43
CP002,Men,King Street,Men,3,5,87.2,3659.56,0.0,316094.83,66.4,14,0,0,0,9,0,0.0,0.0,69.8,67.1,63.6,62.43,69.8,2.7,1.17
CP002,Men,King Street,Men,4,5,87.2,3682.92,0.0,318557.06,68.0,13,2,9,0,9,4,24.0,18.97,87.2,78.5,73.8,63.2,74.0,8.7,10.6
CP002,Men,King Street,Men,5,5,85.4,3521.63,0.0,289368.97,67.4,13,2,1,0,9,3,15.0,12.4,87.2,87.2,81.4,61.4,68.8,0.0,20.0
CP002,Men,King Street,Men,6,5,69.2,3704.98,0.0,246790.99,52.6,14,1,0,0,9,0,0.0,0.0,85.4,86.3,86.6,64.4,56.0,-0.9,22.2
CP002,Men,King Street,Men,7,5,70.0,3448.49,0.15,229404.26,55.6,14,0,0,0,9,3,15.0,12.99,69.2,77.3,80.6,77.2,58.8,-8.1,3.4
CP002,Men,King Street,Men,8,5,82.4,3794.91,0.0,320238.14,63.6,13,0,0,21,9,3,18.0,15.0,70.0,69.6,74.87,78.13,62.8,0.4,-3.27
CP002,Men,King Street,Men,9,5,78.0,3523.79,0.0,273887.11,63.6,13,0,0,5,8,0,0.0,0.0,82.4,76.2,73.87,80.23,62.0,6.2,-6.37
CP002,Men,King Street,Men,10,5,83.2,3582.57,0.0,290616.07,65.0,15,1,0,0,9,0,0.0,0.0,78.0,80.2,76.8,78.7,72.4,-2.2,-1.9
CP002,Men,King Street,Men,11,5,68.0,3430.71,0.3,236399.13,54.0,12,0,0,0,9,3,28.0,24.75,83.2,80.6,81.2,78.03,49.4,2.6,3.17
CP002,Men,King Street,Men,12,5,104.2,3613.3,0.0,371191.27,83.8,14,1,6,0,9,6,30.0,22.37,68.0,75.6,76.4,75.13,79.4,-7.6,1.27
CP002,Men,Libera,Men,1,5,69.2,3900.91,0.22,268758.85,57.0,17,0,0,10,9,4,15.0,13.13,67.0,58.0,55.2,55.37,61.8,9.0,-0.17
CP002,Men,Libera,Men,2,5,61.6,3443.66,0.0,230826.07,49.4,16,1,0,0,8,0,0.0,0.0,69.2,58.3,55.2,53.17,49.2,10.9,2.03
CP002,Men,Libera,Men,3,5,77.2,3117.23,0.0,274678.48,63.6,17,0,0,0,9,0,0.0,0.0,61.6,65.4,55.13,51.9,56.4,-3.8,3.23
CP002,Men,Libera,Men,4,5,70.8,3376.09,0.0,257367.13,56.6,17,2,9,0,9,5,25.0,18.32,77.2,69.4,69.33,55.63,60.0,7.8,13.7
CP002,Men,Libera,Men,5,5,83.8,3552.27,0.0,337840.75,67.0,18,2,1,0,9,3,14.0,12.63,70.8,74.0,69.87,56.03,67.6,-3.2,13.83
CP002,Men,Libera,Men,6,5,53.4,3499.55,0.0,197035.4,42.2,16,1,0,0,9,0,0.0,0.0,83.8,77.3,77.27,59.23,38.0,6.5,18.03
CP002,Men,Libera,Men,7,5,75.8,3256.59,0.0,262200.2,59.8,19,0,0,0,9,4,19.0,15.58,53.4,68.6,69.33,69.33,62.8,-15.2,-0.0
CP002,Men,Libera,Men,8,5,67.6,3445.14,0.1,248594.44,54.0,19,0,0,21,9,3,15.0,12.47,75.8,64.6,71.0,70.43,56.4,11.2,0.57
CP002,Men,Libera,Men,9,5,64.8,3447.21,0.0,242288.19,50.0,16,0,0,5,8,0,0.0,0.0,67.6,71.7,65.6,71.43,47.4,-4.1,-5.83
CP002,Men,Libera,Men,10,5,62.4,3472.39,0.0,222090.73,49.4,16,1,0,0,9,0,0.0,0.0,64.8,66.2,69.4,69.37,49.6,-1.4,0.03
CP002,Men,Libera,Men,11,5,63.4,3676.82,0.0,234517.71,52.0,17,0,0,0,9,3,28.0,24.63,62.4,63.6,64.93,67.97,49.0,-1.2,-3.03
CP002,Men,Libera,Men,12,5,85.2,3201.47,0.31,289648.74,67.6,17,1,6,0,9,8,28.0,22.84,63.4,62.9,63.53,64.57,67.0,0.5,-1.03
CP002,Men,Miss Modano,Men,1,5,239.0,3620.41,0.04,843175.51,199.0,34,0,0,10,9,8,15.0,12.58,284.4,229.9,214.2,202.3,197.6,54.5,11.9
CP002,Men,Miss Modano,Men,2,5,211.0,3713.38,0.0,732308.53,172.2,32,1,0,0,8,0,0.0,0.0,239.0,235.5,215.47,201.73,162.4,3.5,13.73
CP002,Men,Miss Modano,Men,3,5,244.2,3568.33,0.0,879778.62,201.6,34,0,0,0,9,0,0.0,0.0,211.0,225.0,214.33,197.27,175.6,-14.0,17.07
CP002,Men,Miss Modano,Men,4,5,293.6,3667.42,0.2,1044689.54,238.6,34,2,9,0,9,9,25.0,19.26,244.2,227.6,231.4,200.73,241.0,16.6,30.67
CP002,Men,Miss Modano,Men,5,5,232.4,3623.9,0.11,821235.07,188.8,34,2,1,0,9,6,15.0,11.8,293.6,268.9,249.6,208.07,189.4,24.7,41.53
CP002,Men,Miss Modano,Men,6,5,249.8,3594.82,0.0,885318.61,203.2,34,1,0,0,9,0,0.0,0.0,232.4,263.0,256.73,209.5,186.2,-30.6,47.23
CP002,Men,Miss Modano,Men,7,5,239.6,3639.69,0.21,857292.55,197.8,32,0,0,0,9,8,19.0,14.75,249.8,241.1,258.6,245.0,190.0,8.7,13.6
CP002,Men,Miss Modano,Men,8,5,257.6,3634.7,0.23,907963.94,208.0,34,0,0,21,9,10,20.0,14.82,239.6,244.7,240.6,245.1,198.8,-5.1,-4.5
CP002,Men,Miss Modano,Men,9,5,235.8,3462.33,0.0,818011.63,188.2,34,0,0,5,8,0,0.0,0.0,257.6,248.6,249.0,252.87,182.4,9.0,-3.87
CP002,Men,Miss Modano,Men,10,5,221.6,3440.43,0.0,723049.21,179.0,33,1,0,0,9,0,0.0,0.0,235.8,246.7,244.33,251.47,182.8,-10.9,-7.13
CP002,Men,Miss Modano,Men,11,5,236.8,3727.87,0.16,840447.42,196.0,33,0,0,0,9,6,30.0,25.33,221.6,228.7,238.33,239.47,175.4,-7.1,-1.13
CP002,Men,Miss Modano,Men,12,5,360.2,3618.7,0.34,1290636.81,294.4,37,1,6,0,9,17,30.0,23.36,236.8,229.2,231.4,240.2,284.4,7.6,-8.8
CP002,Men,Modano,Men,1,5,108.6,3392.11,0.05,361255.86,84.2,24,0,0,10,9,7,15.0,12.64,96.8,88.6,87.8,87.47,85.8,8.2,0.33
CP002,Men,Modano,Men,2,5,95.2,3697.93,0.0,337789.73,74.0,25,1,0,0,8,0,0.0,0.0,108.6,92.6,88.53,87.8,80.4,16.0,0.73
CP002,Men,Modano,Men,3,5,100.6,3455.05,0.0,351137.11,79.0,24,0,0,0,9,0,0.0,0.0,95.2,101.9,87.07,86.97,79.8,-6.7,0.1
CP002,Men,Modano,Men,4,5,122.4,3472.66,0.14,429175.87,96.2,24,2,9,0,9,6,23.0,16.57,100.6,97.9,101.47,84.83,92.6,2.7,16.63
CP002,Men,Modano,Men,5,5,93.6,3389.25,0.0,313707.26,73.0,25,2,1,0,9,4,14.0,11.9,122.4,111.5,106.07,86.97,74.0,10.9,19.1
CP002,Men,Modano,Men,6,5,89.4,3530.6,0.0,312330.74,67.0,24,1,0,0,9,0,0.0,0.0,93.6,108.0,105.53,86.03,68.2,-14.4,19.5
CP002,Men,Modano,Men,7,5,108.8,3293.61,0.18,364147.48,82.8,26,0,0,0,9,7,19.0,14.81,89.4,91.5,101.8,101.63,86.4,-2.1,0.17
CP002,Men,Modano,Men,8,5,102.8,3466.78,0.23,353654.65,78.8,24,0,0,21,9,9,20.0,14.3,108.8,99.1,97.27,101.67,81.0,9.7,-4.4
CP002,Men,Modano,Men,9,5,112.4,3567.18,0.0,392723.15,85.0,25,0,0,5,8,0,0.0,0.0,102.8,105.8,100.33,102.93,94.0,-3.0,-2.6
CP002,Men,Modano,Men,10,5,111.0,3365.39,0.0,378343.85,85.6,26,1,0,0,9,0,0.0,0.0,112.4,107.6,108.0,104.9,86.2,4.8,3.1
CP002,Men,Modano,Men,11,5,105.2,3679.44,0.36,382016.48,80.6,24,0,0,0,9,5,30.0,25.9,111.0,111.7,108.73,103.0,80.4,-0.7,5.73
CP002,Men,Modano,Men,12,5,123.4,3522.19,0.6,427004.95,97.4,25,1,6,0,9,12,30.0,22.74,105.2,108.1,109.53,104.93,96.8,-2.9,4.6
CP002,Women,Emerald,Women,1,5,443.0,3989.6,0.03,1639699.88,371.4,41,0,0,10,9,8,15.0,12.73,422.0,366.3,342.13,311.0,355.4,55.7,31.13
CP002,Women,Emerald,Women,2,5,379.4,3989.86,0.0,1423355.4,315.8,36,1,0,0,8,0,0.0,0.0,443.0,390.4,363.8,323.2,305.8,52.6,40.6
CP002,Women,Emerald,Women,3,5,432.8,4054.57,0.0,1642234.12,362.6,39,0,0,0,9,0,0.0,0.0,379.4,411.2,364.8,324.43,319.6,-31.8,40.37
CP002,Women,Emerald,Women,4,5,503.2,4383.2,0.03,2060574.53,422.6,38,2,9,0,9,9,21.0,15.39,432.8,406.1,418.4,344.57,392.2,26.7,73.83
CP002,Women,Emerald,Women,5,5,407.0,4068.18,0.0,1549380.32,337.8,38,2,1,0,9,6,15.0,13.66,503.2,468.0,438.47,361.4,310.2,35.2,77.07
CP002,Women,Emerald,Women,6,5,390.8,3818.33,0.0,1373866.1,329.0,35,1,0,0,9,0,0.0,0.0,407.0,455.1,447.67,363.73,286.0,-48.1,83.93
CP002,Women,Emerald,Women,7,5,364.4,4109.52,0.09,1342398.79,300.6,36,0,0,0,9,10,20.0,14.61,390.8,398.9,433.67,426.03,285.6,-8.1,7.63
CP002,Women,Emerald,Women,8,5,382.4,4061.24,0.05,1457065.46,323.0,37,0,0,21,9,10,20.0,15.12,364.4,377.6,387.4,412.93,306.2,-13.2,-25.53
CP002,Women,Emerald,Women,9,5,315.6,4137.5,0.0,1201708.84,265.2,33,0,0,5,8,0,0.0,0.0,382.4,373.4,379.2,413.43,247.8,9.0,-34.23
CP002,Women,Emerald,Women,10,5,381.0,3977.81,0.0,1437024.83,320.0,38,1,0,0,9,0,0.0,0.0,315.6,349.0,354.13,393.9,293.8,-33.4,-39.77
CP002,Women,Emerald,Women,11,5,372.2,3758.03,0.24,1291612.12,311.4,34,0,0,0,9,7,29.0,24.3,381.0,348.3,359.67,373.53,310.6,32.7,-13.87
CP002,Women,Emerald,Women,12,5,527.2,4032.48,0.15,1986294.77,445.0,39,1,6,0,9,17,30.0,21.7,372.2,376.6,356.27,367.73,422.0,-4.4,-11.47
CP002,Women,Hustle,Women,1,5,332.4,3533.35,0.08,1194115.37,276.2,36,0,0,10,9,8,15.0,13.2,355.8,306.5,287.2,259.87,244.8,49.3,27.33
CP002,Women,Hustle,Women,2,5,337.4,3462.72,0.0,1226468.58,280.8,31,1,0,0,8,0,0.0,0.0,332.4,307.8,290.93,262.37,264.4,24.6,28.57
CP002,Women,Hustle,Women,3,5,298.6,3527.84,0.0,1077188.86,247.4,30,0,0,0,9,0,0.0,0.0,337.4,334.9,294.47,263.87,247.4,2.5,30.6
CP002,Women,Hustle,Women,4,5,388.6,3771.22,0.0,1541870.17,320.2,32,2,9,0,9,10,25.0,17.22,298.6,318.0,322.8,272.93,297.0,-19.4,49.87
CP002,Women,Hustle,Women,5,5,305.8,3746.14,0.0,1197058.66,251.0,32,2,1,0,9,5,14.0,12.88,388.6,343.6,341.53,284.13,229.0,45.0,57.4
CP002,Women,Hustle,Women,6,5,298.6,3481.83,0.0,1068774.02,237.4,33,1,0,0,9,0,0.0,0.0,305.8,347.2,331.0,285.3,241.6,-41.4,45.7
CP002,Women,Hustle,Women,7,5,309.4,3627.97,0.04,1138492.72,254.2,34,0,0,0,9,9,20.0,14.86,298.6,302.2,331.0,326.9,244.8,-3.6,4.1
CP002,Women,Hustle,Women,8,5,324.2,3709.65,0.07,1260383.38,274.4,33,0,0,21,9,6,20.0,15.86,309.4,304.0,304.6,323.07,258.8,5.4,-18.47
CP002,Women,Hustle,Women,9,5,258.6,3691.06,0.0,994679.87,213.4,29,0,0,5,8,0,0.0,0.0,324.2,316.8,310.73,320.87,194.0,7.4,-10.13
CP002,Women,Hustle,Women,10,5,321.2,3610.17,0.0,1193936.25,262.2,34,1,0,0,9,0,0.0,0.0,258.6,291.4,297.4,314.2,248.6,-32.8,-16.8
CP002,Women,Hustle,Women,11,5,310.4,3673.04,0.0,1188116.94,252.8,33,0,0,0,9,7,30.0,24.56,321.2,289.9,301.33,302.97,257.2,31.3,-1.63
CP002,Women,Hustle,Women,12,5,445.8,3480.06,0.09,1579744.33,387.6,36,1,6,0,9,17,30.0,22.36,310.4,315.8,296.73,303.73,355.8,-5.4,-7.0
CP002,Women,King Street,Women,1,5,133.0,4217.2,0.29,552013.77,109.8,15,0,0,10,9,5,15.0,12.53,120.6,112.4,108.0,106.3,104.0,8.2,1.7
CP002,Women,King Street,Women,2,5,125.6,4267.92,0.0,521651.15,100.4,14,1,0,0,8,0,0.0,0.0,133.0,113.3,110.27,109.4,83.8,19.7,0.87
CP002,Women,King Street,Women,3,5,138.0,4027.05,0.0,559261.12,111.2,15,0,0,0,9,0,0.0,0.0,125.6,129.3,112.33,108.5,104.2,-3.7,3.83
CP002,Women,King Street,Women,4,5,153.0,3801.31,0.16,608926.47,133.0,13,2,9,0,9,4,19.0,13.74,138.0,131.8,132.2,109.47,114.8,6.2,22.73
CP002,Women,King Street,Women,5,5,119.2,4073.51,0.15,496616.28,97.6,15,2,1,0,9,3,15.0,12.93,153.0,145.5,138.87,113.93,89.4,7.5,24.93
CP002,Women,King Street,Women,6,5,119.2,4007.07,0.0,468380.03,100.4,14,1,0,0,9,0,0.0,0.0,119.2,136.1,136.73,111.27,87.6,-16.9,25.47
CP002,Women,King Street,Women,7,5,120.8,3985.03,0.0,482833.45,101.6,14,0,0,0,9,5,20.0,16.23,119.2,119.2,130.47,131.33,87.4,0.0,-0.87
CP002,Women,King Street,Women,8,5,153.2,3900.48,0.12,595576.81,125.6,14,0,0,21,9,4,20.0,15.5,120.8,120.0,119.73,129.3,115.8,0.8,-9.57
CP002,Women,King Street,Women,9,5,131.6,4129.55,0.0,532559.09,103.6,13,0,0,5,8,0,0.0,0.0,153.2,137.0,131.07,133.9,110.6,16.2,-2.83
CP002,Women,King Street,Women,10,5,126.8,4344.59,0.0,546573.11,102.0,15,1,0,0,9,0,0.0,0.0,131.6,142.4,135.2,132.83,99.2,-10.8,2.37
CP002,Women,King Street,Women,11,5,137.8,3872.84,0.27,529670.96,110.2,15,0,0,0,9,2,23.0,22.33,126.8,129.2,137.2,128.47,104.2,-2.4,8.73
CP002,Women,King Street,Women,12,5,184.4,3844.94,0.32,699108.11,155.0,14,1,6,0,9,6,29.0,22.51,137.8,132.3,132.07,131.57,120.6,5.5,0.5
CP002,Women,Libera,Women,1,5,105.8,3898.01,0.08,390670.96,89.2,12,0,0,10,9,2,14.0,13.5,119.4,100.5,90.2,95.0,95.2,18.9,-4.8
CP002,Women,Libera,Women,2,5,118.0,4233.29,0.0,502521.47,100.0,12,1,0,0,8,0,0.0,0.0,105.8,100.3,94.07,91.63,99.0,5.5,2.43
CP002,Women,Libera,Women,3,5,104.0,4089.11,0.0,409288.24,86.8,13,0,0,0,9,0,0.0,0.0,118.0,111.9,98.93,89.73,80.4,6.1,9.2
CP002,Women,Libera,Women,4,5,142.8,3949.57,0.14,497316.12,118.2,15,2,9,0,9,3,22.0,18.67,104.0,111.0,109.27,87.83,107.0,-7.0,21.43
CP002,Women,Libera,Women,5,5,97.0,4097.77,0.0,347909.1,81.4,11,2,1,0,9,2,14.0,13.5,142.8,123.4,121.6,95.13,80.2,19.4,26.47
CP002,Women,Libera,Women,6,5,124.0,3760.4,0.0,406872.43,102.8,13,1,0,0,9,0,0.0,0.0,97.0,119.9,114.6,95.1,98.4,-22.9,19.5
CP002,Women,Libera,Women,7,5,122.2,3696.83,0.0,415786.73,102.0,14,0,0,0,9,5,20.0,13.85,124.0,110.5,121.27,115.27,101.4,13.5,6.0
CP002,Women,Libera,Women,8,5,127.6,3662.0,0.14,446919.24,106.0,15,0,0,21,9,5,18.0,14.61,122.2,123.1,114.4,118.0,107.6,-0.9,-3.6
CP002,Women,Libera,Women,9,5,105.2,4110.31,0.0,416859.51,89.8,14,0,0,5,8,0,0.0,0.0,127.6,124.9,124.6,119.6,90.4,2.7,5.0
CP002,Women,Libera,Women,10,5,93.8,4088.92,0.0,334806.47,76.4,13,1,0,0,9,0,0.0,0.0,105.2,116.4,118.33,119.8,69.6,-11.2,-1.47
CP002,Women,Libera,Women,11,5,97.6,3837.14,0.0,345387.9,81.6,12,0,0,0,9,2,21.0,18.75,93.8,99.5,108.87,111.63,81.6,-5.7,-2.77
CP002,Women,Libera,Women,12,5,141.4,4161.64,0.24,559606.74,118.0,12,1,6,0,9,8,27.0,21.53,97.6,95.7,98.87,111.73,119.4,1.9,-12.87
CP002,Women,Miss Modano,Women,1,5,256.4,3750.58,0.04,967416.49,212.6,26,0,0,10,9,7,15.0,12.45,250.4,228.3,230.0,214.17,223.4,22.1,15.83
CP002,Women,Miss Modano,Women,2,5,201.0,3949.82,0.0,779007.94,164.4,23,1,0,0,8,0,0.0,0.0,256.4,225.3,218.93,217.43,157.8,31.1,1.5
CP002,Women,Miss Modano,Women,3,5,241.8,4212.48,0.0,1060156.32,199.2,27,0,0,0,9,0,0.0,0.0,201.0,228.7,203.87,210.57,182.0,-27.7,-6.7
CP002,Women,Miss Modano,Women,4,5,218.0,3747.57,0.0,830454.72,177.2,21,2,9,0,9,7,24.0,18.41,241.8,221.4,233.07,207.4,167.0,20.4,25.67
CP002,Women,Miss Modano,Women,5,5,234.6,4082.7,0.11,934585.61,193.6,26,2,1,0,9,4,14.0,12.45,218.0,229.9,220.27,198.53,187.2,-11.9,21.73
CP002,Women,Miss Modano,Women,6,5,249.4,4076.35,0.0,1019759.92,205.8,26,1,0,0,9,0,0.0,0.0,234.6,226.3,231.47,196.53,200.6,8.3,34.93
CP002,Women,Miss Modano,Women,7,5,235.2,4001.44,0.0,910637.34,197.6,26,0,0,0,9,5,18.0,13.61,249.4,242.0,234.0,233.53,180.6,7.4,0.47
CP002,Women,Miss Modano,Women,8,5,254.6,3995.21,0.0,992597.6,210.2,25,0,0,21,9,4,19.0,15.75,235.2,242.3,239.73,230.0,202.2,-7.1,9.73
CP002,Women,Miss Modano,Women,9,5,254.6,3822.2,0.0,994411.85,212.2,27,0,0,5,8,0,0.0,0.0,254.6,244.9,246.4,238.93,212.2,9.7,7.47
CP002,Women,Miss Modano,Women,10,5,265.6,4055.96,0.0,1047028.26,221.4,26,1,0,0,9,0,0.0,0.0,254.6,254.6,248.13,241.07,233.4,0.0,7.07
CP002,Women,Miss Modano,Women,11,5,256.8,4053.9,0.14,1073850.02,209.8,27,0,0,0,9,5,29.0,25.94,265.6,260.1,258.27,249.0,206.2,5.5,9.27
CP002,Women,Miss Modano,Women,12,5,295.6,4200.41,0.15,1201325.85,249.6,25,1,6,0,9,10,29.0,21.74,256.8,261.2,259.0,252.7,250.4,-4.4,6.3
CP002,Women,Modano,Women,1,5,189.4,4020.98,0.0,826918.37,154.8,27,0,0,10,9,7,15.0,13.1,220.0,176.8,179.2,174.43,144.0,43.2,4.77
CP002,Women,Modano,Women,2,5,195.4,3836.04,0.0,788710.4,158.6,27,1,0,0,8,0,0.0,0.0,189.4,189.6,170.93,172.1,165.0,-0.2,-1.17
CP002,Women,Modano,Women,3,5,196.4,3726.68,0.0,770916.39,157.8,26,0,0,0,9,0,0.0,0.0,195.4,192.4,177.87,170.6,158.6,3.0,7.27
CP002,Women,Modano,Women,4,5,277.4,4207.11,0.27,1218407.63,236.2,29,2,9,0,9,7,25.0,17.63,196.4,195.9,193.73,165.77,223.4,0.5,27.97
CP002,Women,Modano,Women,5,5,214.4,4238.62,0.22,915003.77,174.8,25,2,1,0,9,5,13.0,11.79,277.4,236.9,223.07,173.83,150.8,40.5,49.23
CP002,Women,Modano,Women,6,5,210.2,3893.35,0.0,825983.25,172.0,28,1,0,0,9,0,0.0,0.0,214.4,245.9,229.4,180.53,161.4,-31.5,48.87
CP002,Women,Modano,Women,7,5,222.6,3956.0,0.0,883569.92,180.2,29,0,0,0,9,6,20.0,15.52,210.2,212.3,234.0,213.87,173.2,-2.1,20.13
CP002,Women,Modano,Women,8,5,208.4,4221.6,0.08,929621.45,168.0,28,0,0,21,9,6,20.0,16.03,222.6,216.4,215.73,219.4,163.4,6.2,-3.67
CP002,Women,Modano,Women,9,5,220.8,4092.4,0.0,925832.36,179.0,31,0,0,5,8,0,0.0,0.0,208.4,215.5,213.73,221.57,172.4,-7.1,-7.83
CP002,Women,Modano,Women,10,5,223.6,3959.47,0.0,900463.04,181.8,30,1,0,0,9,0,0.0,0.0,220.8,214.6,217.27,225.63,184.0,6.2,-8.37
CP002,Women,Modano,Women,11,5,166.4,3959.2,0.0,704377.26,136.8,25,0,0,0,9,5,29.0,25.71,223.6,222.2,217.6,216.67,133.6,1.4,0.93
