date,product_id,store_id,promotion_percent,promotion_type,promotion_reason
2021-08-08,P0757,CP004,10,Clearance,Overstock
2021-08-08,P0257,CP008,10,Clearance,Overstock
2021-08-08,P0048,CP006,10,Clearance,Overstock
2021-08-08,P0343,CP002,10,Clearance,Overstock
2021-08-08,P0781,CP005,10,Clearance,Overstock
2021-08-08,P0113,CP005,10,Clearance,Overstock
2021-08-08,P0619,CP003,15,Clearance,Overstock
2021-08-08,P0682,CP005,15,Clearance,Overstock
2021-08-08,P0653,CP005,15,Clearance,Overstock
2021-08-08,P0587,CP008,10,Clearance,Overstock
2021-08-08,P0371,CP002,20,Clearance,Overstock
2021-08-08,P0030,CP004,15,Clearance,Overstock
2021-08-08,P0568,CP002,20,Clearance,Overstock
2021-08-08,P0076,CP008,20,Clearance,Overstock
2021-08-08,P0613,CP005,10,Clearance,Overstock
2021-08-08,P0918,CP001,20,Clearance,Overstock
2021-08-08,P0727,CP007,15,Clearance,Overstock
2021-08-08,P0012,CP006,15,Clearance,Overstock
2021-08-08,P0006,CP006,20,Clearance,Overstock
2021-08-08,P0862,CP001,20,Clearance,Overstock
2021-08-08,P0850,CP006,15,Clearance,Overstock
2021-08-08,P0776,CP001,10,Clearance,Overstock
2021-08-08,P0834,CP005,10,Clearance,Overstock
2021-08-08,P0341,CP002,20,Clearance,Overstock
2021-08-08,P0423,CP002,15,Clearance,Overstock
2021-08-08,P0790,CP007,10,Clearance,Overstock
2021-08-08,P0452,CP008,10,Clearance,Overstock
2021-08-08,P0818,CP007,10,Clearance,Overstock
2021-08-08,P0829,CP004,20,Clearance,Overstock
2021-08-08,P0239,CP001,10,Clearance,Overstock
2021-08-08,P0367,CP002,20,Clearance,Overstock
2021-08-08,P0162,CP003,15,Clearance,Overstock
2021-08-08,P0822,CP004,20,Clearance,Overstock
2021-08-08,P0428,CP004,10,Clearance,Overstock
2021-08-08,P0232,CP002,15,Clearance,Overstock
2021-08-08,P0374,CP003,10,Clearance,Overstock
2021-08-08,P0378,CP004,15,Clearance,Overstock
2021-08-08,P0090,CP008,20,Clearance,Overstock
2021-08-08,P0484,CP007,15,Clearance,Overstock
2021-08-08,P0819,CP007,15,Clearance,Overstock
2021-08-08,P0443,CP001,10,Clearance,Overstock
2021-08-08,P0245,CP002,20,Clearance,Overstock
2021-08-08,P0187,CP002,20,Clearance,Overstock
2021-08-08,P0271,CP006,15,Clearance,Overstock
2021-08-08,P0246,CP003,15,Clearance,Overstock
2021-08-08,P0668,CP001,20,Clearance,Overstock
2021-08-08,P0968,CP008,20,Clearance,Overstock
2021-08-08,P0029,CP003,15,Clearance,Overstock
2021-08-08,P0154,CP002,10,Clearance,Overstock
2021-08-08,P0722,CP007,15,Clearance,Overstock
2021-08-08,P0191,CP004,15,Clearance,Overstock
2021-08-08,P0826,CP003,15,Clearance,Overstock
2021-08-08,P0951,CP002,10,Clearance,Overstock
2021-08-08,P0996,CP005,15,Clearance,Overstock
2021-08-08,P0540,CP006,15,Clearance,Overstock
2021-08-08,P0803,CP007,15,Clearance,Overstock
2021-08-08,P0386,CP003,15,Clearance,Overstock
2021-08-08,P0491,CP003,10,Clearance,Overstock
2021-08-08,P0101,CP004,10,Clearance,Overstock
2021-08-09,P0660,CP004,20,Clearance,Overstock
2021-08-09,P0436,CP002,20,Clearance,Overstock
2021-08-09,P0917,CP001,15,Clearance,Overstock
2021-08-09,P0904,CP001,20,Clearance,Overstock
2021-08-09,P0301,CP008,20,Clearance,Overstock
2021-08-09,P0130,CP007,20,Clearance,Overstock
2021-08-09,P0761,CP006,15,Clearance,Overstock
2021-08-09,P0076,CP007,10,Clearance,Overstock
2021-08-09,P0816,CP002,20,Clearance,Overstock
2021-08-09,P0082,CP004,10,Clearance,Overstock
2021-08-09,P0433,CP005,10,Clearance,Overstock
2021-08-09,P0943,CP006,20,Clearance,Overstock
2021-08-09,P0524,CP005,20,Clearance,Overstock
2021-08-09,P0268,CP005,15,Clearance,Overstock
2021-08-09,P0410,CP005,15,Clearance,Overstock
2021-08-09,P0057,CP004,10,Clearance,Overstock
2021-08-09,P0230,CP005,20,Clearance,Overstock
2021-08-09,P0531,CP004,15,Clearance,Overstock
2021-08-09,P0827,CP008,10,Clearance,Overstock
2021-08-09,P0973,CP007,20,Clearance,Overstock
2021-08-09,P0965,CP008,10,Clearance,Overstock
2021-08-09,P0612,CP002,20,Clearance,Overstock
2021-08-09,P0829,CP007,20,Clearance,Overstock
2021-08-09,P0357,CP006,10,Clearance,Overstock
2021-08-09,P0101,CP006,10,Clearance,Overstock
2021-08-09,P0643,CP002,20,Clearance,Overstock
2021-08-09,P0719,CP008,15,Clearance,Overstock
2021-08-09,P0347,CP001,15,Clearance,Overstock
2021-08-09,P0629,CP001,20,Clearance,Overstock
2021-08-09,P0153,CP004,15,Clearance,Overstock
2021-08-09,P0244,CP001,10,Clearance,Overstock
2021-08-09,P0286,CP002,20,Clearance,Overstock
2021-08-09,P0942,CP006,20,Clearance,Overstock
2021-08-09,P0706,CP007,20,Clearance,Overstock
2021-08-09,P0401,CP008,15,Clearance,Overstock
2021-08-09,P0327,CP001,20,Clearance,Overstock
2021-08-09,P0151,CP006,10,Clearance,Overstock
2021-08-09,P0067,CP001,15,Clearance,Overstock
2021-08-09,P0866,CP006,10,Clearance,Overstock
2021-08-09,P0772,CP006,15,Clearance,Overstock
2021-08-09,P0508,CP003,20,Clearance,Overstock
2021-08-09,P0294,CP002,20,Clearance,Overstock
2021-08-09,P0435,CP005,15,Clearance,Overstock
2021-08-09,P0264,CP003,15,Clearance,Overstock
2021-08-09,P0333,CP007,20,Clearance,Overstock
2021-08-09,P0193,CP001,15,Clearance,Overstock
2021-08-09,P0780,CP004,20,Clearance,Overstock
2021-08-09,P0948,CP003,15,Clearance,Overstock
2021-08-09,P0240,CP002,15,Clearance,Overstock
2021-08-09,P0970,CP002,10,Clearance,Overstock
2021-08-09,P0444,CP006,15,Clearance,Overstock
2021-08-09,P0771,CP001,20,Clearance,Overstock
2021-08-09,P0887,CP007,10,Clearance,Overstock
2021-08-09,P0277,CP008,20,Clearance,Overstock
2021-08-09,P0595,CP001,20,Clearance,Overstock
2021-08-09,P0812,CP001,15,Clearance,Overstock
2021-08-09,P0323,CP004,10,Clearance,Overstock
2021-08-09,P0010,CP002,10,Clearance,Overstock
2021-08-09,P0441,CP002,15,Clearance,Overstock
2021-08-09,P0035,CP006,20,Clearance,Overstock
2021-08-09,P0798,CP003,20,Clearance,Overstock
2021-08-09,P0332,CP003,10,Clearance,Overstock
2021-08-09,P0662,CP004,10,Clearance,Overstock
2021-08-09,P0842,CP002,10,Clearance,Overstock
2021-08-09,P0295,CP006,15,Clearance,Overstock
2021-08-09,P0106,CP008,15,Clearance,Overstock
2021-08-09,P0099,CP003,15,Clearance,Overstock
2021-08-09,P0708,CP001,20,Clearance,Overstock
2021-08-09,P0903,CP004,20,Clearance,Overstock
2021-08-09,P0219,CP006,15,Clearance,Overstock
2021-08-09,P0488,CP002,15,Clearance,Overstock
2021-08-09,P0951,CP003,20,Clearance,Overstock
2021-08-09,P0669,CP008,20,Clearance,Overstock
2021-08-09,P0107,CP002,15,Clearance,Overstock
2021-08-09,P0954,CP002,10,Clearance,Overstock
2021-08-09,P0658,CP005,10,Clearance,Overstock
2021-08-09,P0691,CP008,20,Clearance,Overstock
2021-08-09,P0298,CP008,10,Clearance,Overstock
2021-08-09,P0657,CP003,10,Clearance,Overstock
2021-08-09,P0907,CP006,20,Clearance,Overstock
2021-08-10,P0504,CP006,15,Clearance,Overstock
2021-08-10,P0239,CP003,10,Clearance,Overstock
2021-08-10,P0717,CP002,15,Clearance,Overstock
2021-08-10,P0502,CP002,10,Clearance,Overstock
2021-08-10,P0884,CP003,10,Clearance,Overstock
2021-08-10,P0261,CP004,15,Clearance,Overstock
2021-08-10,P0185,CP002,10,Clearance,Overstock
2021-08-10,P0930,CP002,10,Clearance,Overstock
2021-08-10,P0804,CP004,10,Clearance,Overstock
2021-08-10,P0104,CP002,10,Clearance,Overstock
2021-08-10,P0693,CP008,15,Clearance,Overstock
2021-08-10,P0918,CP004,15,Clearance,Overstock
2021-08-10,P0317,CP001,10,Clearance,Overstock
2021-08-10,P0740,CP005,15,Clearance,Overstock
2021-08-10,P0155,CP005,20,Clearance,Overstock
2021-08-10,P0013,CP005,20,Clearance,Overstock
2021-08-10,P0624,CP002,10,Clearance,Overstock
2021-08-10,P0259,CP004,10,Clearance,Overstock
2021-08-10,P0190,CP003,10,Clearance,Overstock
2021-08-10,P0036,CP004,10,Clearance,Overstock
2021-08-10,P0450,CP001,20,Clearance,Overstock
2021-08-10,P0609,CP008,10,Clearance,Overstock
2021-08-10,P0245,CP006,20,Clearance,Overstock
2021-08-10,P0493,CP008,10,Clearance,Overstock
2021-08-10,P0268,CP005,10,Clearance,Overstock
2021-08-10,P0115,CP002,10,Clearance,Overstock
2021-08-10,P0379,CP008,10,Clearance,Overstock
2021-08-10,P0666,CP006,20,Clearance,Overstock
2021-08-10,P0521,CP008,20,Clearance,Overstock
2021-08-10,P0467,CP004,15,Clearance,Overstock
2021-08-10,P0068,CP003,10,Clearance,Overstock
2021-08-10,P0633,CP004,10,Clearance,Overstock
2021-08-10,P0726,CP007,20,Clearance,Overstock
2021-08-10,P0632,CP003,10,Clearance,Overstock
2021-08-10,P0295,CP007,20,Clearance,Overstock
2021-08-10,P0147,CP001,20,Clearance,Overstock
2021-08-10,P0351,CP001,20,Clearance,Overstock
2021-08-10,P0052,CP004,15,Clearance,Overstock
2021-08-10,P0881,CP002,15,Clearance,Overstock
2021-08-10,P0679,CP002,20,Clearance,Overstock
2021-08-10,P0338,CP004,10,Clearance,Overstock
2021-08-10,P0581,CP008,20,Clearance,Overstock
2021-08-10,P0140,CP005,15,Clearance,Overstock
2021-08-10,P0680,CP004,20,Clearance,Overstock
2021-08-10,P0983,CP001,10,Clearance,Overstock
2021-08-10,P0868,CP008,20,Clearance,Overstock
2021-08-10,P0813,CP005,20,Clearance,Overstock
2021-08-10,P0232,CP008,20,Clearance,Overstock
2021-08-10,P0976,CP004,20,Clearance,Overstock
2021-08-10,P0891,CP002,10,Clearance,Overstock
2021-08-10,P0926,CP004,10,Clearance,Overstock
2021-08-10,P0657,CP008,10,Clearance,Overstock
2021-08-10,P0827,CP005,20,Clearance,Overstock
2021-08-10,P0929,CP005,15,Clearance,Overstock
2021-08-10,P0003,CP003,15,Clearance,Overstock
2021-08-10,P0885,CP006,15,Clearance,Overstock
2021-08-10,P0785,CP005,10,Clearance,Overstock
2021-08-10,P0589,CP008,15,Clearance,Overstock
2021-08-10,P0373,CP001,10,Clearance,Overstock
2021-08-10,P0368,CP006,10,Clearance,Overstock
2021-08-10,P0706,CP006,15,Clearance,Overstock
2021-08-10,P0869,CP003,10,Clearance,Overstock
2021-08-10,P0757,CP005,20,Clearance,Overstock
2021-08-10,P0701,CP002,20,Clearance,Overstock
2021-08-10,P0561,CP002,20,Clearance,Overstock
2021-08-10,P0507,CP001,20,Clearance,Overstock
2021-08-10,P0623,CP003,20,Clearance,Overstock
2021-08-10,P0820,CP004,20,Clearance,Overstock
2021-08-10,P0991,CP006,10,Clearance,Overstock
2021-08-10,P0724,CP003,20,Clearance,Overstock
2021-08-10,P0622,CP005,15,Clearance,Overstock
2021-08-10,P0230,CP008,20,Clearance,Overstock
2021-08-10,P0405,CP003,15,Clearance,Overstock
2021-08-10,P0303,CP008,20,Clearance,Overstock
2021-08-10,P0688,CP006,10,Clearance,Overstock
2021-08-10,P0803,CP008,10,Clearance,Overstock
2021-08-10,P0187,CP006,15,Clearance,Overstock
2021-08-10,P0501,CP005,10,Clearance,Overstock
2021-08-10,P0216,CP006,10,Clearance,Overstock
2021-08-10,P0472,CP004,20,Clearance,Overstock
2021-08-11,P0035,CP001,15,Clearance,Overstock
2021-08-11,P0457,CP003,10,Clearance,Overstock
2021-08-11,P0791,CP007,10,Clearance,Overstock
2021-08-11,P0017,CP005,15,Clearance,Overstock
2021-08-11,P0391,CP005,10,Clearance,Overstock
2021-08-11,P0421,CP005,15,Clearance,Overstock
2021-08-11,P0427,CP005,15,Clearance,Overstock
2021-08-11,P0698,CP004,10,Clearance,Overstock
2021-08-11,P0914,CP006,15,Clearance,Overstock
2021-08-11,P0506,CP001,15,Clearance,Overstock
2021-08-11,P0063,CP006,10,Clearance,Overstock
2021-08-11,P0661,CP001,15,Clearance,Overstock
2021-08-11,P0912,CP004,15,Clearance,Overstock
2021-08-11,P0679,CP008,20,Clearance,Overstock
2021-08-11,P0715,CP002,10,Clearance,Overstock
2021-08-11,P0412,CP001,15,Clearance,Overstock
2021-08-11,P0219,CP003,20,Clearance,Overstock
2021-08-11,P0784,CP001,20,Clearance,Overstock
2021-08-11,P0928,CP006,15,Clearance,Overstock
2021-08-11,P0239,CP001,10,Clearance,Overstock
2021-08-11,P0093,CP006,20,Clearance,Overstock
2021-08-11,P0103,CP006,10,Clearance,Overstock
2021-08-11,P0587,CP002,20,Clearance,Overstock
2021-08-11,P0808,CP007,20,Clearance,Overstock
2021-08-11,P0071,CP005,15,Clearance,Overstock
2021-08-11,P0736,CP006,15,Clearance,Overstock
2021-08-11,P0442,CP006,20,Clearance,Overstock
2021-08-11,P0714,CP008,20,Clearance,Overstock
2021-08-11,P0096,CP002,20,Clearance,Overstock
2021-08-11,P0107,CP008,15,Clearance,Overstock
2021-08-11,P0987,CP005,10,Clearance,Overstock
2021-08-11,P0605,CP001,15,Clearance,Overstock
2021-08-11,P0341,CP005,10,Clearance,Overstock
2021-08-11,P0346,CP006,10,Clearance,Overstock
2021-08-11,P0762,CP006,20,Clearance,Overstock
2021-08-11,P0226,CP006,15,Clearance,Overstock
2021-08-11,P0027,CP008,15,Clearance,Overstock
2021-08-11,P0610,CP001,20,Clearance,Overstock
2021-08-11,P0251,CP003,10,Clearance,Overstock
2021-08-11,P0502,CP002,20,Clearance,Overstock
2021-08-11,P0211,CP007,20,Clearance,Overstock
2021-08-11,P0744,CP008,15,Clearance,Overstock
2021-08-11,P0117,CP004,10,Clearance,Overstock
2021-08-11,P0862,CP001,10,Clearance,Overstock
2021-08-11,P0195,CP004,15,Clearance,Overstock
2021-08-11,P0262,CP002,15,Clearance,Overstock
2021-08-11,P0702,CP001,15,Clearance,Overstock
2021-08-11,P0059,CP001,15,Clearance,Overstock
2021-08-11,P0236,CP008,10,Clearance,Overstock
2021-08-11,P0500,CP002,15,Clearance,Overstock
2021-08-11,P0505,CP005,15,Clearance,Overstock
2021-08-11,P0638,CP006,15,Clearance,Overstock
2021-08-11,P0080,CP005,10,Clearance,Overstock
2021-08-11,P0996,CP001,10,Clearance,Overstock
2021-08-11,P0478,CP001,15,Clearance,Overstock
2021-08-11,P0009,CP001,10,Clearance,Overstock
2021-08-11,P0793,CP005,20,Clearance,Overstock
2021-08-11,P0971,CP007,15,Clearance,Overstock
2021-08-11,P0221,CP006,15,Clearance,Overstock
2021-08-11,P0498,CP008,15,Clearance,Overstock
2021-08-11,P0586,CP004,15,Clearance,Overstock
2021-08-11,P0647,CP008,15,Clearance,Overstock
2021-08-11,P0668,CP003,15,Clearance,Overstock
2021-08-11,P0217,CP007,10,Clearance,Overstock
2021-08-11,P0029,CP005,20,Clearance,Overstock
2021-08-11,P0425,CP003,15,Clearance,Overstock
2021-08-11,P0100,CP007,15,Clearance,Overstock
2021-08-11,P0831,CP003,15,Clearance,Overstock
2021-08-11,P0552,CP008,15,Clearance,Overstock
2021-08-11,P0595,CP001,10,Clearance,Overstock
2021-08-11,P0141,CP004,20,Clearance,Overstock
2021-08-11,P0901,CP001,20,Clearance,Overstock
2021-08-11,P0053,CP008,20,Clearance,Overstock
2021-08-11,P0918,CP006,20,Clearance,Overstock
2021-08-11,P0015,CP002,10,Clearance,Overstock
2021-08-11,P0294,CP002,10,Clearance,Overstock
2021-08-11,P0942,CP002,15,Clearance,Overstock
2021-08-11,P0380,CP006,10,Clearance,Overstock
2021-08-11,P0530,CP006,10,Clearance,Overstock
2021-08-11,P0133,CP002,15,Clearance,Overstock
2021-08-12,P0580,CP003,15,Clearance,Overstock
2021-08-12,P0338,CP005,10,Clearance,Overstock
2021-08-12,P0617,CP004,10,Clearance,Overstock
2021-08-12,P0024,CP002,10,Clearance,Overstock
2021-08-12,P0316,CP004,15,Clearance,Overstock
2021-08-12,P0247,CP003,15,Clearance,Overstock
2021-08-12,P0112,CP005,15,Clearance,Overstock
2021-08-12,P0347,CP003,20,Clearance,Overstock
2021-08-12,P0963,CP008,20,Clearance,Overstock
2021-08-12,P0023,CP006,20,Clearance,Overstock
2021-08-12,P0450,CP002,20,Clearance,Overstock
2021-08-12,P0889,CP005,15,Clearance,Overstock
2021-08-12,P0859,CP005,10,Clearance,Overstock
2021-08-12,P0952,CP001,20,Clearance,Overstock
2021-08-12,P0871,CP005,15,Clearance,Overstock
2021-08-12,P0073,CP006,20,Clearance,Overstock
2021-08-12,P0795,CP005,15,Clearance,Overstock
2021-08-12,P0510,CP004,20,Clearance,Overstock
2021-08-12,P0263,CP003,20,Clearance,Overstock
2021-08-12,P0648,CP005,20,Clearance,Overstock
2021-08-12,P0444,CP008,20,Clearance,Overstock
2021-08-12,P0701,CP001,20,Clearance,Overstock
2021-08-12,P0282,CP008,10,Clearance,Overstock
2021-08-12,P0493,CP008,15,Clearance,Overstock
2021-08-12,P0973,CP008,15,Clearance,Overstock
2021-08-12,P0824,CP005,20,Clearance,Overstock
2021-08-12,P0496,CP008,10,Clearance,Overstock
2021-08-12,P0878,CP008,20,Clearance,Overstock
2021-08-12,P0785,CP001,15,Clearance,Overstock
2021-08-12,P0994,CP004,15,Clearance,Overstock
2021-08-12,P0740,CP003,15,Clearance,Overstock
2021-08-12,P0678,CP002,20,Clearance,Overstock
2021-08-12,P0397,CP002,20,Clearance,Overstock
2021-08-12,P0900,CP008,10,Clearance,Overstock
2021-08-12,P0194,CP007,10,Clearance,Overstock
2021-08-12,P0839,CP008,15,Clearance,Overstock
2021-08-12,P0789,CP008,15,Clearance,Overstock
2021-08-12,P0854,CP008,15,Clearance,Overstock
2021-08-12,P0835,CP007,20,Clearance,Overstock
2021-08-12,P0104,CP007,10,Clearance,Overstock
2021-08-12,P0641,CP002,20,Clearance,Overstock
2021-08-12,P0041,CP002,20,Clearance,Overstock
2021-08-12,P0708,CP004,15,Clearance,Overstock
2021-08-12,P0986,CP003,15,Clearance,Overstock
2021-08-12,P0915,CP005,10,Clearance,Overstock
2021-08-12,P0235,CP006,20,Clearance,Overstock
2021-08-12,P0796,CP004,10,Clearance,Overstock
2021-08-12,P0843,CP008,15,Clearance,Overstock
2021-08-12,P0161,CP008,10,Clearance,Overstock
2021-08-12,P0718,CP006,15,Clearance,Overstock
2021-08-12,P0254,CP008,15,Clearance,Overstock
2021-08-12,P0125,CP002,10,Clearance,Overstock
2021-08-12,P0598,CP006,20,Clearance,Overstock
2021-08-12,P0470,CP007,20,Clearance,Overstock
2021-08-12,P0412,CP004,20,Clearance,Overstock
2021-08-12,P0484,CP007,15,Clearance,Overstock
2021-08-12,P0060,CP001,20,Clearance,Overstock
2021-08-12,P0167,CP005,15,Clearance,Overstock
2021-08-12,P0371,CP008,15,Clearance,Overstock
2021-08-12,P0315,CP008,10,Clearance,Overstock
2021-08-12,P0987,CP005,10,Clearance,Overstock
2021-08-12,P0385,CP006,15,Clearance,Overstock
2021-08-12,P0103,CP008,10,Clearance,Overstock
2021-08-12,P0424,CP003,15,Clearance,Overstock
2021-08-12,P0523,CP001,20,Clearance,Overstock
2021-08-12,P0261,CP002,15,Clearance,Overstock
2021-08-12,P0943,CP006,15,Clearance,Overstock
2021-08-12,P0300,CP005,20,Clearance,Overstock
2021-08-12,P0285,CP005,10,Clearance,Overstock
2021-08-12,P0389,CP006,15,Clearance,Overstock
2021-08-12,P0608,CP006,10,Clearance,Overstock
2021-08-12,P0430,CP006,15,Clearance,Overstock
2021-08-12,P0290,CP004,15,Clearance,Overstock
2021-08-12,P0375,CP005,15,Clearance,Overstock
2021-08-12,P0780,CP005,15,Clearance,Overstock
2021-08-12,P0972,CP006,20,Clearance,Overstock
2021-08-12,P0660,CP006,20,Clearance,Overstock
2021-08-12,P0518,CP008,15,Clearance,Overstock
2021-08-12,P0622,CP007,10,Clearance,Overstock
2021-08-12,P0925,CP004,15,Clearance,Overstock
2021-08-13,P0707,CP005,10,Clearance,Overstock
2021-08-13,P0279,CP006,10,Clearance,Overstock
2021-08-13,P0995,CP001,15,Clearance,Overstock
2021-08-13,P0189,CP007,10,Clearance,Overstock
2021-08-13,P0004,CP007,15,Clearance,Overstock
2021-08-13,P0726,CP004,15,Clearance,Overstock
2021-08-13,P0927,CP008,15,Clearance,Overstock
2021-08-13,P0342,CP005,10,Clearance,Overstock
2021-08-13,P0028,CP005,15,Clearance,Overstock
2021-08-13,P0579,CP002,15,Clearance,Overstock
2021-08-13,P0921,CP005,20,Clearance,Overstock
2021-08-13,P0350,CP002,20,Clearance,Overstock
2021-08-13,P0975,CP002,15,Clearance,Overstock
2021-08-13,P0221,CP004,20,Clearance,Overstock
2021-08-13,P0800,CP007,20,Clearance,Overstock
2021-08-13,P0011,CP006,10,Clearance,Overstock
2021-08-13,P0703,CP008,10,Clearance,Overstock
2021-08-13,P0461,CP006,20,Clearance,Overstock
2021-08-13,P0165,CP003,15,Clearance,Overstock
2021-08-13,P0482,CP001,10,Clearance,Overstock
2021-08-13,P0951,CP007,20,Clearance,Overstock
2021-08-13,P0752,CP002,15,Clearance,Overstock
2021-08-13,P0134,CP007,20,Clearance,Overstock
2021-08-13,P0541,CP008,20,Clearance,Overstock
2021-08-13,P0641,CP001,15,Clearance,Overstock
2021-08-13,P0724,CP003,10,Clearance,Overstock
2021-08-13,P0713,CP001,15,Clearance,Overstock
2021-08-13,P0794,CP001,10,Clearance,Overstock
2021-08-13,P0147,CP002,10,Clearance,Overstock
2021-08-13,P0487,CP004,20,Clearance,Overstock
2021-08-13,P0399,CP005,20,Clearance,Overstock
2021-08-13,P0586,CP001,10,Clearance,Overstock
2021-08-13,P0335,CP004,15,Clearance,Overstock
2021-08-13,P0689,CP005,10,Clearance,Overstock
2021-08-13,P0520,CP003,15,Clearance,Overstock
2021-08-13,P0902,CP003,15,Clearance,Overstock
2021-08-13,P0570,CP005,10,Clearance,Overstock
2021-08-13,P0510,CP001,10,Clearance,Overstock
2021-08-13,P0062,CP007,20,Clearance,Overstock
2021-08-13,P0970,CP006,20,Clearance,Overstock
2021-08-13,P0735,CP002,10,Clearance,Overstock
2021-08-13,P0569,CP003,20,Clearance,Overstock
2021-08-13,P0596,CP005,15,Clearance,Overstock
2021-08-13,P0280,CP005,10,Clearance,Overstock
2021-08-13,P0862,CP004,10,Clearance,Overstock
2021-08-13,P0961,CP002,20,Clearance,Overstock
2021-08-13,P0885,CP003,20,Clearance,Overstock
2021-08-13,P0162,CP008,20,Clearance,Overstock
2021-08-13,P0754,CP002,15,Clearance,Overstock
2021-08-13,P0903,CP007,15,Clearance,Overstock
2021-08-13,P0661,CP006,10,Clearance,Overstock
2021-08-13,P0437,CP002,20,Clearance,Overstock
2021-08-13,P0837,CP003,10,Clearance,Overstock
2021-08-13,P0413,CP004,10,Clearance,Overstock
2021-08-13,P0024,CP001,15,Clearance,Overstock
2021-08-13,P0241,CP007,15,Clearance,Overstock
2021-08-13,P0420,CP007,20,Clearance,Overstock
2021-08-13,P0948,CP005,10,Clearance,Overstock
2021-08-13,P0434,CP004,20,Clearance,Overstock
2021-08-13,P0831,CP005,10,Clearance,Overstock
2021-08-13,P0625,CP004,20,Clearance,Overstock
2021-08-13,P0554,CP008,15,Clearance,Overstock
2021-08-13,P0032,CP005,10,Clearance,Overstock
2021-08-13,P0807,CP005,15,Clearance,Overstock
2021-08-13,P0652,CP004,15,Clearance,Overstock
2021-08-13,P0192,CP008,10,Clearance,Overstock
2021-08-13,P0797,CP005,20,Clearance,Overstock
2021-08-13,P0476,CP006,10,Clearance,Overstock
2021-08-13,P0446,CP004,10,Clearance,Overstock
2021-08-13,P0698,CP003,15,Clearance,Overstock
2021-08-13,P0897,CP008,10,Clearance,Overstock
2021-08-13,P0314,CP002,15,Clearance,Overstock
2021-08-13,P0271,CP004,10,Clearance,Overstock
2021-08-13,P0177,CP007,10,Clearance,Overstock
2021-08-13,P0657,CP006,10,Clearance,Overstock
2021-08-13,P0789,CP006,15,Clearance,Overstock
2021-08-13,P0615,CP004,10,Clearance,Overstock
2021-08-13,P0986,CP007,15,Clearance,Overstock
2021-08-13,P0844,CP003,15,Clearance,Overstock
2021-08-13,P0824,CP005,20,Clearance,Overstock
2021-08-14,P0793,CP001,15,Clearance,Overstock
2021-08-14,P0720,CP002,20,Clearance,Overstock
2021-08-14,P0524,CP002,10,Clearance,Overstock
2021-08-14,P0252,CP005,10,Clearance,Overstock
2021-08-14,P0708,CP004,15,Clearance,Overstock
2021-08-14,P0478,CP001,10,Clearance,Overstock
2021-08-14,P0148,CP007,15,Clearance,Overstock
2021-08-14,P0405,CP008,20,Clearance,Overstock
2021-08-14,P0978,CP002,15,Clearance,Overstock
2021-08-14,P0572,CP007,10,Clearance,Overstock
2021-08-14,P0736,CP006,15,Clearance,Overstock
2021-08-14,P0473,CP001,10,Clearance,Overstock
2021-08-14,P0781,CP004,15,Clearance,Overstock
2021-08-14,P0725,CP004,10,Clearance,Overstock
2021-08-14,P0500,CP002,10,Clearance,Overstock
2021-08-14,P0604,CP002,20,Clearance,Overstock
2021-08-14,P0907,CP006,20,Clearance,Overstock
2021-08-14,P0247,CP005,15,Clearance,Overstock
2021-08-14,P0752,CP007,15,Clearance,Overstock
2021-08-14,P0523,CP004,10,Clearance,Overstock
2021-08-14,P0901,CP004,15,Clearance,Overstock
2021-08-14,P0682,CP001,20,Clearance,Overstock
2021-08-14,P0540,CP001,20,Clearance,Overstock
2021-08-14,P0584,CP002,20,Clearance,Overstock
2021-08-14,P0853,CP008,15,Clearance,Overstock
2021-08-14,P0275,CP004,10,Clearance,Overstock
2021-08-14,P0882,CP008,15,Clearance,Overstock
2021-08-14,P0609,CP007,10,Clearance,Overstock
2021-08-14,P0082,CP008,10,Clearance,Overstock
2021-08-14,P0821,CP001,10,Clearance,Overstock
2021-08-14,P0176,CP002,20,Clearance,Overstock
2021-08-14,P0876,CP008,10,Clearance,Overstock
2021-08-14,P0991,CP008,10,Clearance,Overstock
2021-08-14,P0447,CP004,20,Clearance,Overstock
2021-08-14,P0454,CP008,20,Clearance,Overstock
2021-08-14,P0170,CP001,10,Clearance,Overstock
2021-08-14,P0519,CP001,10,Clearance,Overstock
2021-08-14,P0492,CP005,20,Clearance,Overstock
2021-08-14,P0264,CP003,15,Clearance,Overstock
2021-08-14,P0510,CP003,10,Clearance,Overstock
2021-08-14,P0808,CP003,10,Clearance,Overstock
2021-08-14,P0552,CP005,10,Clearance,Overstock
2021-08-14,P0393,CP001,15,Clearance,Overstock
2021-08-14,P0942,CP002,10,Clearance,Overstock
2021-08-14,P0632,CP007,15,Clearance,Overstock
2021-08-14,P0086,CP005,20,Clearance,Overstock
2021-08-14,P0054,CP007,15,Clearance,Overstock
2021-08-14,P0302,CP001,10,Clearance,Overstock
2021-08-14,P0019,CP006,10,Clearance,Overstock
2021-08-14,P0389,CP005,10,Clearance,Overstock
2021-08-14,P0722,CP006,20,Clearance,Overstock
2021-08-14,P0893,CP001,15,Clearance,Overstock
2021-08-14,P0878,CP008,10,Clearance,Overstock
2021-08-14,P0804,CP002,20,Clearance,Overstock
2021-08-14,P0612,CP001,10,Clearance,Overstock
2021-08-14,P0387,CP005,15,Clearance,Overstock
2021-08-14,P0887,CP001,10,Clearance,Overstock
2021-08-14,P0636,CP006,20,Clearance,Overstock
