date,store_id,product_id,current_stock,reorder_level,max_stock,supplier_lead_time
2021-01-09,CP003,P0316,241,33,330,14
2021-01-09,CP003,P0019,530,80,760,7
2021-01-09,CP003,P0942,512,96,899,10
2021-01-09,CP003,P0412,1,41,294,10
2021-01-09,CP003,P0485,285,72,373,7
2021-01-09,CP003,P0332,236,36,370,3
2021-01-09,CP003,P0891,77,28,177,5
2021-01-09,CP003,P0488,118,62,287,7
2021-01-09,CP003,P0255,89,42,212,14
2021-01-09,CP003,P0385,261,51,311,10
2021-01-09,CP003,P0229,39,12,89,5
2021-01-09,CP003,P0419,231,43,397,10
2021-01-09,CP003,P0786,1,6,57,7
2021-01-09,CP003,P0433,70,26,162,7
2021-01-09,CP003,P0478,96,42,246,5
2021-01-09,CP003,P0785,170,25,222,10
2021-01-09,CP003,P0514,238,48,531,10
2021-01-09,CP003,P0383,15,47,396,5
2021-01-09,CP003,P0971,26,5,30,10
2021-01-09,CP003,P0817,62,25,147,7
2021-01-09,CP003,P0300,43,17,85,7
2021-01-09,CP003,P0662,178,40,241,7
2021-01-09,CP003,P0940,131,19,169,3
2021-01-09,CP003,P0147,341,60,420,3
2021-01-09,CP003,P0787,155,46,263,7
2021-01-09,CP003,P0622,147,25,180,7
2021-01-09,CP003,P0366,78,20,175,3
2021-01-09,CP004,P0046,101,28,157,14
2021-01-09,CP004,P0063,137,30,232,5
2021-01-09,CP004,P0259,22,6,30,3
2021-01-09,CP004,P0415,149,18,118,10
2021-01-09,CP004,P0406,102,21,122,5
2021-01-09,CP004,P0244,23,5,30,10
2021-01-09,CP004,P0543,101,20,169,7
2021-01-09,CP004,P0500,57,11,70,10
2021-01-09,CP004,P0108,122,29,234,7
2021-01-09,CP004,P0817,203,25,171,10
2021-01-09,CP004,P0004,300,69,453,7
2021-01-09,CP004,P0889,26,5,30,14
2021-01-09,CP004,P0509,13,27,184,10
2021-01-09,CP004,P0758,212,73,434,10
2021-01-09,CP004,P0638,3,23,279,5
2021-01-09,CP004,P0099,88,15,160,5
2021-01-09,CP004,P0763,28,5,30,14
2021-01-09,CP004,P0654,120,18,156,14
2021-01-09,CP004,P0740,92,37,209,5
2021-01-09,CP004,P0425,87,19,145,3
2021-01-09,CP004,P0134,145,27,286,10
2021-01-09,CP004,P0591,208,52,398,7
2021-01-09,CP004,P0837,81,16,180,10
2021-01-09,CP004,P0641,16,37,310,10
2021-01-09,CP004,P0961,356,80,413,3
2021-01-09,CP004,P0171,134,50,272,7
2021-01-09,CP004,P0412,210,30,281,5
2021-01-09,CP004,P0934,359,26,309,5
2021-01-09,CP005,P0338,189,37,298,7
2021-01-09,CP005,P0883,52,11,120,7
2021-01-09,CP005,P0421,212,36,201,14
2021-01-09,CP005,P0741,344,53,444,10
2021-01-09,CP005,P0375,208,62,494,14
2021-01-09,CP005,P0577,177,42,334,5
2021-01-09,CP005,P0205,74,35,194,7
2021-01-09,CP005,P0111,171,30,234,7
2021-01-09,CP005,P0368,233,70,424,14
2021-01-09,CP005,P0169,20,6,40,14
2021-01-09,CP005,P0893,348,36,321,14
2021-01-09,CP005,P0567,143,48,303,14
2021-01-09,CP005,P0053,68,10,95,5
2021-01-09,CP005,P0134,167,31,300,5
2021-01-09,CP005,P0617,126,29,230,7
2021-01-09,CP005,P0031,70,32,152,10
2021-01-09,CP005,P0233,200,31,324,10
2021-01-09,CP005,P0709,223,48,346,5
2021-01-09,CP005,P0712,166,33,206,7
2021-01-09,CP005,P0493,196,32,304,7
2021-01-09,CP006,P0490,51,12,80,5
2021-01-09,CP006,P0635,195,45,312,3
2021-01-09,CP006,P0944,466,83,632,3
2021-01-09,CP006,P0275,219,74,389,10
2021-01-09,CP006,P0815,384,74,502,10
2021-01-09,CP006,P0144,141,52,323,10
2021-01-09,CP006,P0489,146,43,230,7
2021-01-09,CP006,P0070,321,156,779,7
2021-01-09,CP006,P0654,100,35,212,3
2021-01-09,CP006,P0778,274,47,356,3
2021-01-09,CP006,P0868,214,53,327,5
2021-01-09,CP006,P0903,227,40,361,5
2021-01-09,CP006,P0521,98,35,205,10
2021-01-09,CP006,P0090,198,53,315,10
2021-01-09,CP006,P0145,301,47,494,10
2021-01-09,CP006,P0111,257,73,549,7
2021-01-09,CP006,P0363,460,72,635,7
2021-01-09,CP006,P0391,243,45,321,3
2021-01-09,CP006,P0622,303,54,394,7
2021-01-09,CP006,P0988,62,12,84,7
2021-01-09,CP006,P0912,127,42,238,7
2021-01-09,CP006,P0486,112,49,281,5
2021-01-09,CP006,P0182,60,9,75,14
2021-01-09,CP006,P0538,95,23,139,10
2021-01-09,CP006,P0034,143,39,315,5
2021-01-09,CP006,P0834,62,15,110,7
2021-01-09,CP006,P0390,336,100,791,7
2021-01-09,CP006,P0014,143,49,364,14
2021-01-09,CP006,P0423,544,80,669,10
2021-01-09,CP006,P0844,1284,155,1074,10
2021-01-09,CP006,P0828,89,98,722,7
2021-01-09,CP006,P0035,87,16,119,10
2021-01-09,CP006,P0320,297,113,723,3
2021-01-09,CP006,P0277,520,157,856,5
2021-01-09,CP006,P0932,243,42,353,5
2021-01-09,CP006,P0228,37,13,88,3
2021-01-09,CP006,P0200,207,39,277,10
2021-01-09,CP007,P0378,100,25,195,3
2021-01-09,CP007,P0188,97,23,195,5
2021-01-09,CP007,P0529,145,32,269,5
2021-01-09,CP007,P0143,46,7,70,5
2021-01-09,CP007,P0558,224,69,494,14
2021-01-09,CP007,P0431,25,5,30,7
2021-01-09,CP007,P0557,25,5,30,5
2021-01-09,CP007,P0386,144,36,207,3
2021-01-09,CP007,P0326,92,24,206,7
2021-01-09,CP007,P0539,330,76,406,3
2021-01-09,CP007,P0205,154,35,197,5
2021-01-09,CP007,P0482,216,56,413,3
2021-01-09,CP007,P0959,467,64,660,7
2021-01-09,CP007,P0580,176,43,352,3
2021-01-09,CP007,P0869,103,13,134,5
2021-01-09,CP007,P0898,140,38,278,10
2021-01-09,CP007,P0788,101,21,159,7
2021-01-09,CP007,P0540,28,5,30,3
2021-01-09,CP007,P0255,86,30,193,5
2021-01-09,CP007,P0145,4,31,235,10
2021-01-09,CP007,P0916,70,23,120,3
2021-01-09,CP007,P0821,63,19,151,5
2021-01-09,CP007,P0956,93,12,87,14
2021-01-09,CP007,P0807,53,20,92,7
2021-01-09,CP007,P0300,54,11,66,3
2021-01-09,CP007,P0191,105,18,127,7
2021-01-09,CP007,P0525,227,47,435,5
2021-01-09,CP007,P0796,17,21,160,3
2021-01-09,CP007,P0819,143,37,316,14
2021-01-09,CP007,P0207,151,57,357,7
2021-01-09,CP007,P0168,118,23,253,7
2021-01-09,CP007,P0578,85,24,185,3
2021-01-09,CP007,P0265,110,17,148,10
2021-01-09,CP007,P0102,184,37,314,3
2021-01-09,CP007,P0315,104,17,144,5
2021-01-09,CP007,P0742,4,18,121,14
2021-01-09,CP007,P0308,257,53,309,3
2021-01-09,CP007,P0785,19,24,175,14
2021-01-09,CP007,P0687,75,19,154,10
2021-01-09,CP007,P0901,105,24,199,10
2021-01-09,CP007,P0419,124,24,263,7
2021-01-09,CP008,P0733,174,23,160,14
2021-01-09,CP008,P0038,48,7,66,14
2021-01-09,CP008,P0940,75,15,95,14
2021-01-09,CP008,P0533,188,37,176,14
2021-01-09,CP008,P0697,26,5,30,3
2021-01-09,CP008,P0391,93,23,186,3
2021-01-09,CP008,P0082,62,22,141,5
2021-01-09,CP008,P0242,102,19,168,5
2021-01-09,CP008,P0946,125,26,184,7
2021-01-09,CP008,P0693,89,20,129,14
2021-01-09,CP008,P0282,75,24,177,5
2021-01-09,CP008,P0008,55,20,122,5
2021-01-09,CP008,P0424,37,8,54,7
2021-01-09,CP008,P0561,0,12,141,3
2021-01-09,CP008,P0869,67,12,113,3
2021-01-09,CP008,P0662,137,27,230,7
2021-01-09,CP008,P0468,128,22,205,14
2021-01-09,CP008,P0268,130,26,163,10
2021-01-09,CP008,P0235,144,38,263,10
2021-01-09,CP008,P0673,185,25,150,5
2021-01-09,CP008,P0305,24,6,41,3
2021-01-09,CP008,P0686,212,32,267,3
2021-01-09,CP008,P0369,36,12,74,3
2021-01-09,CP008,P0682,91,15,145,5
2021-01-09,CP008,P0142,211,27,267,5
2021-01-09,CP008,P0358,202,24,250,3
2021-01-09,CP008,P0313,26,5,30,10
2021-01-09,CP008,P0367,96,19,204,5
2021-01-09,CP008,P0237,0,13,125,5
2021-01-09,CP008,P0788,50,16,120,7
2021-01-09,CP008,P0389,77,25,188,10
2021-01-09,CP008,P0839,338,63,426,14
2021-01-09,CP008,P0616,84,25,155,7
2021-01-10,CP001,P0667,402,53,521,10
2021-01-10,CP001,P0664,174,34,274,10
2021-01-10,CP001,P0682,152,22,257,3
2021-01-10,CP001,P0322,382,68,595,14
2021-01-10,CP001,P0896,131,36,292,7
2021-01-10,CP001,P0572,246,45,374,5
2021-01-10,CP001,P0883,71,19,123,10
2021-01-10,CP001,P0066,31,53,392,10
2021-01-10,CP001,P0689,39,12,75,14
2021-01-10,CP001,P0866,340,114,869,5
2021-01-10,CP001,P0976,336,48,415,7
2021-01-10,CP001,P0799,286,83,609,14
2021-01-10,CP001,P0506,104,37,175,7
2021-01-10,CP001,P0226,26,5,30,3
2021-01-10,CP001,P0001,865,135,1060,14
2021-01-10,CP001,P0389,172,47,257,7
2021-01-10,CP001,P0970,494,83,567,14
2021-01-10,CP001,P0913,383,74,630,7
2021-01-10,CP001,P0103,247,44,229,5
2021-01-10,CP001,P0309,158,34,221,10
2021-01-10,CP001,P0573,162,46,307,5
2021-01-10,CP001,P0307,26,5,30,7
2021-01-10,CP001,P0016,147,49,335,7
2021-01-10,CP001,P0331,0,37,211,14
2021-01-10,CP001,P0618,115,23,209,10
2021-01-10,CP001,P0960,256,38,307,10
2021-01-10,CP001,P0831,27,39,291,10
2021-01-10,CP001,P0998,370,67,330,7
2021-01-10,CP001,P0417,23,35,268,10
2021-01-10,CP002,P0929,21,27,221,14
2021-01-10,CP002,P0342,664,119,1140,5
2021-01-10,CP002,P0465,118,29,227,14
2021-01-10,CP002,P0898,379,73,475,10
2021-01-10,CP002,P0459,81,13,128,3
2021-01-10,CP002,P0862,430,99,673,7
2021-01-10,CP002,P0090,226,30,302,3
2021-01-10,CP002,P0474,234,30,190,14
2021-01-10,CP002,P0105,158,39,315,3
2021-01-10,CP002,P0469,32,11,68,3
2021-01-10,CP002,P0492,197,26,247,14
2021-01-10,CP002,P0102,255,61,564,7
2021-01-10,CP002,P0434,789,111,1040,5
2021-01-10,CP002,P0765,587,108,868,3
2021-01-10,CP002,P0332,153,47,284,3
2021-01-10,CP002,P0383,205,50,337,7
2021-01-10,CP002,P0305,60,8,85,3
2021-01-10,CP002,P0005,268,114,575,10
2021-01-10,CP002,P0347,103,29,267,7
2021-01-10,CP002,P0106,153,30,232,14
2021-01-10,CP002,P0396,247,29,311,5
2021-01-10,CP002,P0244,25,5,30,10
2021-01-10,CP002,P0672,146,38,289,10
2021-01-10,CP002,P0053,59,17,133,3
2021-01-10,CP002,P0920,645,125,1350,5
2021-01-10,CP002,P0214,310,48,437,10
2021-01-10,CP002,P0676,289,32,281,3
2021-01-10,CP002,P0373,455,59,425,10
2021-01-10,CP002,P0165,187,53,427,7
2021-01-10,CP002,P0067,5,14,113,5
2021-01-10,CP002,P0733,192,48,259,3
2021-01-10,CP002,P0878,204,65,392,3
2021-01-10,CP002,P0120,112,14,138,5
2021-01-10,CP002,P0624,23,5,30,3
2021-01-10,CP002,P0963,198,31,267,14
2021-01-10,CP002,P0247,479,64,615,5
2021-01-10,CP003,P0671,378,88,792,5
2021-01-10,CP003,P0445,6,34,275,7
2021-01-10,CP003,P0241,28,7,48,10
2021-01-10,CP003,P0122,258,64,337,10
2021-01-10,CP003,P0189,78,14,67,5
2021-01-10,CP003,P0224,145,24,175,5
2021-01-10,CP003,P0088,216,40,311,7
2021-01-10,CP003,P0918,192,47,239,3
2021-01-10,CP003,P0130,130,42,218,3
2021-01-10,CP003,P0261,243,46,323,7
2021-01-10,CP003,P0292,107,30,184,5
2021-01-10,CP003,P0807,101,21,215,7
2021-01-10,CP003,P0835,115,30,216,14
2021-01-10,CP003,P0968,263,49,371,10
2021-01-10,CP003,P0116,155,29,203,3
2021-01-10,CP003,P0796,194,27,298,7
2021-01-10,CP003,P0250,61,9,83,7
2021-01-10,CP003,P0656,25,6,57,10
2021-01-10,CP003,P0425,148,28,238,3
2021-01-10,CP003,P0361,88,21,123,10
2021-01-10,CP003,P0705,88,19,153,10
2021-01-10,CP004,P0034,47,21,97,7
2021-01-10,CP004,P0299,87,13,119,3
2021-01-10,CP004,P0850,86,25,172,14
2021-01-10,CP004,P0691,79,30,167,10
2021-01-10,CP004,P0822,83,20,122,7
2021-01-10,CP004,P0875,27,5,30,5
2021-01-10,CP004,P0244,22,5,30,10
2021-01-10,CP004,P0859,171,31,218,7
2021-01-10,CP004,P0584,91,22,177,7
2021-01-10,CP004,P0954,26,5,30,14
2021-01-10,CP004,P0707,175,25,161,10
2021-01-10,CP004,P0016,170,32,224,14
2021-01-10,CP004,P0914,94,36,186,14
2021-01-10,CP004,P0399,112,25,231,14
2021-01-10,CP004,P0980,95,28,168,10
2021-01-10,CP004,P0998,249,30,236,7
2021-01-10,CP004,P0059,43,14,109,10
2021-01-10,CP004,P0464,75,31,193,14
2021-01-10,CP004,P0337,469,48,388,10
2021-01-10,CP004,P0011,490,72,594,10
2021-01-10,CP004,P0627,46,6,37,10
2021-01-10,CP004,P0139,10,19,215,7
2021-01-10,CP004,P0757,25,6,62,10
2021-01-10,CP004,P0993,91,25,172,3
2021-01-10,CP004,P0927,0,19,217,10
2021-01-10,CP004,P0283,81,15,100,3
2021-01-10,CP004,P0599,412,61,387,5
2021-01-10,CP004,P0293,275,76,454,7
2021-01-10,CP004,P0038,3,9,68,7
2021-01-10,CP004,P0849,214,50,413,14
2021-01-10,CP004,P0110,76,17,146,10
2021-01-10,CP004,P0908,166,29,200,3
2021-01-10,CP004,P0021,93,27,200,3
2021-01-10,CP004,P0582,104,22,143,10
2021-01-10,CP004,P0535,6,10,97,7
2021-01-10,CP005,P0934,154,29,247,5
2021-01-10,CP005,P0517,5,22,166,3
2021-01-10,CP005,P0084,23,5,30,14
2021-01-10,CP005,P0206,20,24,184,10
2021-01-10,CP005,P0574,115,31,165,14
2021-01-10,CP005,P0903,72,23,132,3
2021-01-10,CP005,P0894,193,60,343,7
2021-01-10,CP005,P0749,95,27,172,3
2021-01-10,CP005,P0355,282,63,564,14
2021-01-10,CP005,P0142,245,34,326,14
2021-01-10,CP005,P0896,120,21,169,7
2021-01-10,CP005,P0369,75,18,114,3
2021-01-10,CP005,P0353,146,27,187,7
2021-01-10,CP005,P0496,177,35,310,10
2021-01-10,CP005,P0482,463,72,625,3
2021-01-10,CP005,P0478,265,36,255,5
2021-01-10,CP005,P0250,38,8,49,5
2021-01-10,CP005,P0244,20,5,30,14
2021-01-10,CP005,P0851,16,20,152,10
2021-01-10,CP005,P0390,259,70,436,10
2021-01-10,CP005,P0121,77,30,195,7
2021-01-10,CP005,P0635,149,23,249,3
2021-01-10,CP005,P0361,7,12,114,14
2021-01-10,CP005,P0468,195,21,240,10
2021-01-10,CP005,P0717,146,20,197,3
2021-01-10,CP005,P0018,131,32,200,10
2021-01-10,CP005,P0701,92,24,145,7
2021-01-10,CP005,P0082,59,22,151,7
2021-01-10,CP005,P0745,4,44,392,3
2021-01-10,CP005,P0264,163,54,260,14
2021-01-10,CP005,P0650,57,9,45,10
2021-01-10,CP005,P0286,337,57,630,7
2021-01-10,CP005,P0123,139,19,175,7
2021-01-10,CP005,P0519,519,55,623,5
2021-01-10,CP005,P0837,97,27,210,10
2021-01-10,CP005,P0581,134,24,257,3
2021-01-10,CP005,P0751,436,77,575,10
2021-01-10,CP005,P0762,110,22,155,10
2021-01-10,CP005,P0189,0,9,98,14
2021-01-10,CP005,P0178,171,29,232,3
2021-01-10,CP005,P0671,306,71,519,3
2021-01-10,CP005,P0057,99,45,250,5
2021-01-10,CP006,P0929,24,34,307,14
2021-01-10,CP006,P0096,128,18,185,7
2021-01-10,CP006,P0907,174,18,207,7
2021-01-10,CP006,P0167,222,45,358,7
2021-01-10,CP006,P0065,280,41,353,10
2021-01-10,CP006,P0014,134,49,364,14
2021-01-10,CP006,P0499,116,41,304,7
2021-01-10,CP006,P0700,281,118,738,7
2021-01-10,CP006,P0031,144,44,309,3
2021-01-10,CP006,P0532,408,93,784,14
2021-01-10,CP006,P0924,425,171,895,14
2021-01-10,CP006,P0443,271,34,246,14
2021-01-10,CP006,P0547,51,10,89,14
2021-01-10,CP006,P0511,332,75,411,10
2021-01-10,CP006,P0754,63,16,97,3
2021-01-10,CP006,P0414,59,16,78,7
2021-01-10,CP006,P0554,291,48,365,14
2021-01-10,CP006,P0614,238,53,301,3
2021-01-10,CP006,P0256,28,5,30,7
2021-01-10,CP006,P0635,188,45,312,3
2021-01-10,CP007,P0890,79,20,147,5
2021-01-10,CP007,P0465,91,16,152,10
2021-01-10,CP007,P0261,148,38,201,14
2021-01-10,CP007,P0069,136,28,218,7
2021-01-10,CP007,P0798,98,21,145,5
2021-01-10,CP007,P0431,24,5,30,7
2021-01-10,CP007,P0163,114,25,210,10
2021-01-10,CP007,P0566,38,16,98,7
2021-01-10,CP007,P0761,84,25,137,14
2021-01-10,CP007,P0772,19,22,182,14
2021-01-10,CP007,P0856,14,6,30,7
2021-01-10,CP007,P0775,158,28,198,3
2021-01-10,CP007,P0617,130,23,184,3
2021-01-10,CP007,P0060,89,24,129,3
2021-01-10,CP007,P0745,85,30,213,10
2021-01-10,CP007,P0473,124,19,152,14
2021-01-10,CP007,P0114,20,5,30,10
2021-01-10,CP007,P0529,142,32,269,5
2021-01-10,CP007,P0194,214,21,173,5
2021-01-10,CP007,P0818,332,66,426,10
2021-01-10,CP007,P0034,42,14,93,3
2021-01-10,CP007,P0899,103,21,126,3
2021-01-10,CP007,P0839,320,72,374,10
2021-01-10,CP007,P0073,56,18,122,14
2021-01-10,CP007,P0683,481,70,680,3
2021-01-10,CP007,P0982,31,7,52,5
2021-01-10,CP007,P0699,174,13,139,3
2021-01-10,CP007,P0334,26,5,30,10
2021-01-10,CP007,P0478,157,35,218,14
2021-01-10,CP007,P0301,135,37,300,3
2021-01-10,CP007,P0858,40,18,91,10
2021-01-10,CP007,P0785,18,24,175,14
2021-01-10,CP007,P0521,82,13,112,10
2021-01-10,CP007,P0078,146,36,247,3
2021-01-10,CP007,P0837,10,21,122,7
2021-01-10,CP007,P0362,25,5,30,10
2021-01-10,CP007,P0958,412,63,538,3
2021-01-10,CP007,P0466,26,5,30,3
2021-01-10,CP007,P0291,198,51,403,3
2021-01-10,CP007,P0193,152,25,195,3
2021-01-10,CP007,P0063,65,30,160,14
2021-01-10,CP008,P0566,4,18,150,14
2021-01-10,CP008,P0264,111,38,256,7
2021-01-10,CP008,P0073,93,16,93,5
2021-01-10,CP008,P0567,200,49,247,7
2021-01-10,CP008,P0799,381,63,516,5
2021-01-10,CP008,P0441,43,55,281,14
2021-01-10,CP008,P0152,101,20,138,5
2021-01-10,CP008,P0661,24,6,45,10
2021-01-10,CP008,P0876,122,26,194,7
2021-01-10,CP008,P0286,300,63,453,7
2021-01-10,CP008,P0513,41,6,54,3
2021-01-10,CP008,P0337,100,43,251,3
2021-01-10,CP008,P0787,207,36,276,10
2021-01-10,CP008,P0648,65,25,151,5
2021-01-10,CP008,P0153,219,45,310,3
2021-01-10,CP008,P0947,52,15,121,3
2021-01-10,CP008,P0980,108,30,264,14
2021-01-10,CP008,P0431,22,5,30,3
2021-01-10,CP008,P0358,200,24,250,3
2021-01-10,CP008,P0191,124,22,217,14
2021-01-10,CP008,P0070,269,69,333,3
2021-01-10,CP008,P0528,41,6,67,7
2021-01-10,CP008,P0958,331,56,467,7
2021-01-10,CP008,P0087,99,27,163,7
2021-01-10,CP008,P0382,123,16,159,14
2021-01-10,CP008,P0962,81,29,192,10
2021-01-10,CP008,P0112,67,22,113,10
2021-01-10,CP008,P0303,67,24,127,3
2021-01-10,CP008,P0243,97,16,148,10
2021-01-10,CP008,P0853,60,17,120,3
2021-01-10,CP008,P0932,124,14,149,5
2021-01-10,CP008,P0838,125,22,195,10
2021-01-10,CP008,P0501,25,5,30,5
2021-01-10,CP008,P0151,87,13,104,10
2021-01-10,CP008,P0509,119,27,222,5
2021-01-10,CP008,P0706,43,10,58,7
2021-01-10,CP008,P0010,121,18,166,5
2021-01-10,CP008,P0117,602,86,754,10
2021-01-10,CP008,P0984,69,13,86,14
2021-01-10,CP008,P0479,249,42,387,5
2021-01-10,CP008,P0637,216,35,277,5
2021-01-10,CP008,P0140,167,27,203,14
2021-01-10,CP008,P0989,25,5,57,5
2021-01-10,CP008,P0923,120,24,230,5
2021-01-11,CP001,P0551,150,33,204,3
2021-01-11,CP001,P0554,155,36,251,3
2021-01-11,CP001,P0332,141,55,305,7
2021-01-11,CP001,P0636,246,40,336,14
2021-01-11,CP001,P0914,220,43,272,10
2021-01-11,CP001,P0703,102,38,196,7
2021-01-11,CP001,P0867,141,28,246,7
2021-01-11,CP001,P0841,5,52,403,3
2021-01-11,CP001,P0455,520,133,881,10
2021-01-11,CP001,P0717,165,41,291,10
2021-01-11,CP001,P0596,535,109,777,5
2021-01-11,CP001,P0222,256,57,338,7
2021-01-11,CP001,P0720,39,12,56,14
2021-01-11,CP001,P0166,478,98,593,10
2021-01-11,CP001,P0010,187,31,267,3
2021-01-11,CP001,P0125,36,61,466,14
2021-01-11,CP001,P0071,191,39,280,7
2021-01-11,CP001,P0439,217,51,361,5
2021-01-11,CP001,P0673,146,39,256,3
2021-01-11,CP001,P0230,206,87,424,14
2021-01-11,CP001,P0891,234,30,291,3
2021-01-11,CP001,P0591,482,62,656,5
2021-01-11,CP001,P0880,145,37,204,3
2021-01-11,CP001,P0982,47,15,122,14
2021-01-11,CP001,P0901,164,42,275,10
2021-01-11,CP001,P0226,25,5,30,3
2021-01-11,CP001,P0948,38,9,78,3
2021-01-11,CP002,P0678,21,5,30,14
2021-01-11,CP002,P0538,59,17,137,5
2021-01-11,CP002,P0718,131,40,286,3
2021-01-11,CP002,P0053,57,17,133,3
2021-01-11,CP002,P0644,80,11,98,7
2021-01-11,CP002,P0835,100,35,198,7
2021-01-11,CP002,P0368,485,80,732,5
2021-01-11,CP002,P0993,188,41,353,3
2021-01-11,CP002,P0535,46,15,112,7
2021-01-11,CP002,P0043,237,39,292,14
2021-01-11,CP002,P0214,306,48,437,10
2021-01-11,CP002,P0367,169,38,227,14
2021-01-11,CP002,P0176,78,14,97,14
2021-01-11,CP002,P0956,99,26,142,10
2021-01-11,CP002,P0416,116,34,194,5
2021-01-11,CP002,P0223,111,41,201,10
2021-01-11,CP002,P0768,248,116,603,5
2021-01-11,CP002,P0994,102,24,197,10
2021-01-11,CP002,P0901,211,33,330,10
2021-01-11,CP002,P0626,201,62,289,5
2021-01-11,CP002,P0278,224,33,323,10
2021-01-11,CP002,P0625,688,74,788,14
2021-01-11,CP002,P0430,177,35,177,5
2021-01-11,CP002,P0403,646,85,859,14
2021-01-11,CP002,P0870,357,55,460,3
2021-01-11,CP002,P0579,25,5,30,5
2021-01-11,CP002,P0091,221,27,280,7
2021-01-11,CP002,P0197,99,35,223,14
2021-01-11,CP002,P0110,295,29,249,7
2021-01-11,CP002,P0299,85,20,128,7
2021-01-11,CP002,P0974,27,11,48,5
2021-01-11,CP002,P0938,0,50,269,7
2021-01-11,CP002,P0765,577,108,868,3
2021-01-11,CP002,P0333,265,93,489,10
2021-01-11,CP002,P0890,167,32,250,3
2021-01-11,CP002,P0511,278,44,391,5
2021-01-11,CP002,P0006,242,40,389,3
2021-01-11,CP002,P0803,137,65,301,14
2021-01-11,CP002,P0285,180,41,237,7
2021-01-11,CP002,P0997,83,32,153,3
2021-01-11,CP002,P0646,236,89,586,3
2021-01-11,CP002,P0902,345,120,731,3
2021-01-11,CP002,P0260,434,105,740,10
2021-01-11,CP002,P0167,148,33,218,5
2021-01-11,CP002,P0596,445,91,748,5
2021-01-11,CP003,P0367,123,34,215,14
2021-01-11,CP003,P0084,26,5,30,10
2021-01-11,CP003,P0875,23,5,30,14
2021-01-11,CP003,P0780,4,11,98,14
2021-01-11,CP003,P0146,300,53,402,3
2021-01-11,CP003,P0622,144,25,180,7
2021-01-11,CP003,P0052,17,26,292,7
2021-01-11,CP003,P0706,132,18,108,3
2021-01-11,CP003,P0931,87,18,155,10
2021-01-11,CP003,P0134,126,39,233,10
2021-01-11,CP003,P0754,70,11,71,3
2021-01-11,CP003,P0567,5,63,418,5
2021-01-11,CP003,P0631,98,27,247,10
2021-01-11,CP003,P0916,66,32,166,10
2021-01-11,CP003,P0210,145,57,270,7
2021-01-11,CP003,P0308,470,80,743,14
2021-01-11,CP003,P0552,161,33,243,5
2021-01-11,CP003,P0285,135,26,273,7
2021-01-11,CP003,P0718,302,43,360,5
2021-01-11,CP003,P0137,13,36,192,7
2021-01-11,CP003,P0606,431,108,729,14
2021-01-11,CP004,P0732,85,16,158,3
2021-01-11,CP004,P0567,222,44,275,7
2021-01-11,CP004,P0286,292,71,373,14
2021-01-11,CP004,P0566,124,19,114,10
2021-01-11,CP004,P0160,135,28,221,10
2021-01-11,CP004,P0240,91,18,193,5
2021-01-11,CP004,P0261,129,43,262,7
2021-01-11,CP004,P0171,132,50,272,7
2021-01-11,CP004,P0367,98,27,199,14
2021-01-11,CP004,P0694,255,60,476,7
2021-01-11,CP004,P0065,85,22,162,14
2021-01-11,CP004,P0717,88,22,163,5
2021-01-11,CP004,P0670,71,17,119,3
2021-01-11,CP004,P0475,37,7,51,3
2021-01-11,CP004,P0013,198,24,174,3
2021-01-11,CP004,P0953,102,28,167,10
2021-01-11,CP004,P0186,122,30,224,14
2021-01-11,CP004,P0084,25,5,30,10
2021-01-11,CP004,P0385,256,41,378,14
2021-01-11,CP004,P0707,173,25,161,10
2021-01-11,CP004,P0959,538,77,620,7
2021-01-11,CP004,P0353,102,20,127,3
2021-01-11,CP005,P0857,27,43,441,3
2021-01-11,CP005,P0612,429,68,725,7
2021-01-11,CP005,P0730,15,32,219,7
2021-01-11,CP005,P0124,119,26,228,5
2021-01-11,CP005,P0517,4,22,166,3
2021-01-11,CP005,P0654,67,17,125,7
2021-01-11,CP005,P0632,112,31,194,7
2021-01-11,CP005,P0174,183,35,225,14
2021-01-11,CP005,P0867,60,16,152,3
2021-01-11,CP005,P0161,25,5,30,5
2021-01-11,CP005,P0038,24,7,61,14
2021-01-11,CP005,P0777,20,5,30,10
2021-01-11,CP005,P0742,59,24,140,7
2021-01-11,CP005,P0180,132,26,207,7
2021-01-11,CP005,P0349,110,29,169,10
2021-01-11,CP005,P0303,107,30,205,5
2021-01-11,CP005,P0856,0,6,66,7
2021-01-11,CP005,P0980,106,40,234,10
2021-01-11,CP005,P0343,88,30,163,7
2021-01-11,CP005,P0733,104,27,230,7
2021-01-11,CP005,P0360,49,58,510,10
2021-01-11,CP005,P0446,23,5,30,3
2021-01-11,CP005,P0865,59,12,107,5
2021-01-11,CP005,P0192,356,104,702,5
2021-01-11,CP005,P0465,90,21,171,5
2021-01-11,CP005,P0073,99,18,168,10
2021-01-11,CP005,P0083,126,23,254,7
2021-01-11,CP005,P0003,179,71,428,10
2021-01-11,CP005,P0849,278,71,434,5
2021-01-11,CP005,P0860,12,32,160,10
2021-01-11,CP005,P0008,73,23,170,5
2021-01-11,CP005,P0951,273,90,625,10
2021-01-11,CP005,P0565,253,53,374,10
2021-01-11,CP005,P0228,56,7,70,5
2021-01-11,CP005,P0591,210,53,402,10
2021-01-11,CP005,P0068,458,56,589,3
2021-01-11,CP005,P0085,76,21,127,10
