inventory_id,store_id,product_id,current_stock,reorder_level,max_stock,supplier_lead_time,last_updated
INV001868,CP002,P0868,188,34,194,14,11/06/2026
INV001869,CP002,P0869,70,22,212,5,11/06/2026
INV001870,CP002,P0870,140,55,460,3,11/06/2026
INV001871,CP002,P0871,34,7,66,3,11/06/2026
INV001872,CP002,P0872,10,5,30,10,11/06/2026
INV001873,CP002,P0873,54,10,101,10,11/06/2026
INV001874,CP002,P0874,66,34,245,14,11/06/2026
INV001875,CP002,P0875,21,5,30,5,11/06/2026
INV001876,CP002,P0876,128,33,305,7,11/06/2026
INV001877,CP002,P0877,197,33,292,5,11/06/2026
INV001878,CP002,P0878,109,65,392,3,11/06/2026
INV001879,CP002,P0879,25,24,158,14,11/06/2026
INV001880,CP002,P0880,126,27,263,3,11/06/2026
INV001881,CP002,P0881,73,8,86,14,11/06/2026
INV001882,CP002,P0882,335,98,788,5,11/06/2026
INV001883,CP002,P0883,30,20,103,10,11/06/2026
INV001884,CP002,P0884,254,53,373,7,11/06/2026
INV001885,CP002,P0885,18,5,30,5,11/06/2026
INV001886,CP002,P0886,6,5,30,3,11/06/2026
INV001887,CP002,P0887,30,21,215,14,11/06/2026
INV001888,CP002,P0888,545,138,897,7,11/06/2026
INV001889,CP002,P0889,13,5,30,7,11/06/2026
INV001890,CP002,P0890,104,32,250,3,11/06/2026
INV001891,CP002,P0891,193,28,250,14,11/06/2026
INV001892,CP002,P0892,378,67,484,10,11/06/2026
INV001893,CP002,P0893,366,54,504,7,11/06/2026
INV001894,CP002,P0894,427,78,621,14,11/06/2026
INV001895,CP002,P0895,164,40,248,7,11/06/2026
INV001896,CP002,P0896,109,35,216,10,11/06/2026
INV001897,CP002,P0897,12,5,30,14,11/06/2026
INV001898,CP002,P0898,231,73,475,10,11/06/2026
INV001899,CP002,P0899,136,49,351,3,11/06/2026
INV001900,CP002,P0900,166,53,329,3,11/06/2026
INV001901,CP002,P0901,69,33,330,10,11/06/2026
INV001902,CP002,P0902,205,120,731,3,11/06/2026
INV001903,CP002,P0903,34,29,193,10,11/06/2026
INV001904,CP002,P0904,215,51,408,5,11/06/2026
INV001905,CP002,P0905,37,24,155,3,11/06/2026
INV001906,CP002,P0906,252,33,344,14,11/06/2026
INV001907,CP002,P0907,31,18,154,10,11/06/2026
INV001908,CP002,P0908,88,48,223,14,11/06/2026
INV001909,CP002,P0909,191,61,387,7,11/06/2026
INV001910,CP002,P0910,347,98,662,14,11/06/2026
INV001911,CP002,P0911,86,39,195,5,11/06/2026
INV001912,CP002,P0912,130,36,241,5,11/06/2026
INV001913,CP002,P0913,275,66,579,7,11/06/2026
INV001914,CP002,P0914,127,58,354,10,11/06/2026
INV001915,CP002,P0915,12,7,61,3,11/06/2026
INV001916,CP002,P0916,152,29,254,10,11/06/2026
INV001917,CP002,P0917,37,27,168,5,11/06/2026
INV001918,CP002,P0918,100,60,342,3,11/06/2026
INV001919,CP002,P0919,173,40,359,10,11/06/2026
INV001920,CP002,P0920,878,125,1350,5,11/06/2026
INV001921,CP002,P0921,16,5,30,5,11/06/2026
INV001922,CP002,P0922,198,129,846,5,11/06/2026
INV001923,CP002,P0923,104,42,343,10,11/06/2026
INV001924,CP002,P0924,199,88,815,7,11/06/2026
INV001925,CP002,P0925,64,58,422,14,11/06/2026
INV001926,CP002,P0926,74,60,643,14,11/06/2026
INV001927,CP002,P0927,290,40,332,5,11/06/2026
INV001928,CP002,P0928,52,26,150,14,11/06/2026
INV001929,CP002,P0929,173,27,221,14,11/06/2026
INV001930,CP002,P0930,212,65,494,7,11/06/2026
INV001931,CP002,P0931,73,20,208,14,11/06/2026
INV001932,CP002,P0932,145,27,262,10,11/06/2026
INV001933,CP002,P0933,71,14,81,7,11/06/2026
INV001934,CP002,P0934,308,58,348,5,11/06/2026
INV001935,CP002,P0935,164,43,298,10,11/06/2026
INV001936,CP002,P0936,371,71,434,7,11/06/2026
INV001937,CP002,P0937,110,18,148,5,11/06/2026
INV001938,CP002,P0938,68,50,269,7,11/06/2026
INV001939,CP002,P0939,239,75,418,10,11/06/2026
INV001940,CP002,P0940,43,21,159,14,11/06/2026
INV001941,CP002,P0941,120,47,360,3,11/06/2026
INV001942,CP002,P0942,769,96,875,3,11/06/2026
INV001943,CP002,P0943,24,5,30,7,11/06/2026
INV001944,CP002,P0944,193,61,494,10,11/06/2026
INV001945,CP002,P0945,193,44,299,3,11/06/2026
INV001946,CP002,P0946,51,55,370,3,11/06/2026
INV001947,CP002,P0947,23,24,194,14,11/06/2026
INV001948,CP002,P0948,43,8,77,7,11/06/2026
INV001949,CP002,P0949,111,72,372,3,11/06/2026
INV001950,CP002,P0950,198,33,257,10,11/06/2026
INV001951,CP002,P0951,295,119,803,14,11/06/2026
INV001952,CP002,P0952,142,49,379,7,11/06/2026
INV001953,CP002,P0953,167,36,356,7,11/06/2026
INV001954,CP002,P0954,7,5,30,5,11/06/2026
INV001955,CP002,P0955,80,55,278,3,11/06/2026
INV001956,CP002,P0956,52,26,142,10,11/06/2026
INV001957,CP002,P0957,36,28,289,14,11/06/2026
INV001958,CP002,P0958,601,105,856,3,11/06/2026
INV001959,CP002,P0959,495,143,1100,10,11/06/2026
INV001960,CP002,P0960,157,29,242,7,11/06/2026
INV001961,CP002,P0961,511,122,718,5,11/06/2026
INV001962,CP002,P0962,316,47,500,7,11/06/2026
INV001963,CP002,P0963,29,31,267,14,11/06/2026
INV001964,CP002,P0964,163,34,168,10,11/06/2026
INV001965,CP002,P0965,33,34,240,7,11/06/2026
INV001966,CP002,P0966,228,53,470,5,11/06/2026
INV001967,CP002,P0967,203,41,267,14,11/06/2026
INV001968,CP002,P0968,106,49,346,3,11/06/2026
INV001969,CP002,P0969,56,29,172,3,11/06/2026
INV001970,CP002,P0970,77,64,630,5,11/06/2026
INV001971,CP002,P0971,25,5,30,3,11/06/2026
INV001972,CP002,P0972,126,44,278,3,11/06/2026
INV001973,CP002,P0973,48,50,364,14,11/06/2026
INV001974,CP002,P0974,25,11,48,5,11/06/2026
INV001975,CP002,P0975,176,42,315,14,11/06/2026
INV001976,CP002,P0976,227,50,404,14,11/06/2026
INV001977,CP002,P0977,34,23,212,14,11/06/2026
INV001978,CP002,P0978,28,13,90,7,11/06/2026
INV001979,CP002,P0979,82,52,358,3,11/06/2026
INV001980,CP002,P0980,377,45,427,14,11/06/2026
INV001981,CP002,P0981,464,85,695,5,11/06/2026
INV001982,CP002,P0982,70,15,96,3,11/06/2026
INV001983,CP002,P0983,76,22,122,7,11/06/2026
INV001984,CP002,P0984,23,29,246,5,11/06/2026
INV001985,CP002,P0985,39,16,133,14,11/06/2026
INV001986,CP002,P0986,596,120,663,14,11/06/2026
INV001987,CP002,P0987,63,14,130,14,11/06/2026
INV001988,CP002,P0988,13,7,46,10,11/06/2026
INV001989,CP002,P0989,67,10,90,3,11/06/2026
INV001990,CP002,P0990,245,52,444,5,11/06/2026
INV001991,CP002,P0991,275,54,285,5,11/06/2026
INV001992,CP002,P0992,22,5,30,10,11/06/2026
INV001993,CP002,P0993,205,41,353,3,11/06/2026
INV001994,CP002,P0994,108,24,197,10,11/06/2026
INV001995,CP002,P0995,152,29,245,14,11/06/2026
INV001996,CP002,P0996,127,42,269,3,11/06/2026
INV001997,CP002,P0997,112,32,153,3,11/06/2026
INV001998,CP002,P0998,83,56,303,3,11/06/2026
INV001999,CP002,P0999,120,45,392,5,11/06/2026
INV002000,CP002,P1000,103,40,284,5,11/06/2026
INV002001,CP003,P0001,673,90,952,7,11/06/2026
INV002002,CP003,P0002,121,23,184,14,11/06/2026
INV002003,CP003,P0003,141,71,523,10,11/06/2026
INV002004,CP003,P0004,145,81,515,10,11/06/2026
INV002005,CP003,P0005,531,91,740,3,11/06/2026
INV002006,CP003,P0006,27,42,285,5,11/06/2026
INV002007,CP003,P0007,144,36,183,5,11/06/2026
INV002008,CP003,P0008,146,34,267,7,11/06/2026
INV002009,CP003,P0009,145,42,220,10,11/06/2026
INV002010,CP003,P0010,88,31,167,7,11/06/2026
INV002011,CP003,P0011,185,73,541,7,11/06/2026
INV002012,CP003,P0012,19,10,71,14,11/06/2026
INV002013,CP003,P0013,133,30,207,10,11/06/2026
INV002014,CP003,P0014,138,30,182,7,11/06/2026
INV002015,CP003,P0015,47,8,68,5,11/06/2026
INV002016,CP003,P0016,150,41,216,3,11/06/2026
INV002017,CP003,P0017,121,25,208,14,11/06/2026
INV002018,CP003,P0018,136,29,206,3,11/06/2026
INV002019,CP003,P0019,416,80,760,7,11/06/2026
INV002020,CP003,P0020,286,80,507,7,11/06/2026
INV002021,CP003,P0021,247,39,328,5,11/06/2026
INV002022,CP003,P0022,177,50,280,14,11/06/2026
INV002023,CP003,P0023,212,99,687,10,11/06/2026
INV002024,CP003,P0024,106,25,189,10,11/06/2026
INV002025,CP003,P0025,192,31,237,5,11/06/2026
INV002026,CP003,P0026,154,35,182,5,11/06/2026
INV002027,CP003,P0027,153,50,233,5,11/06/2026
INV002028,CP003,P0028,19,8,56,10,11/06/2026
INV002029,CP003,P0029,24,5,55,5,11/06/2026
INV002030,CP003,P0030,308,57,401,3,11/06/2026
INV002031,CP003,P0031,81,28,256,10,11/06/2026
INV002032,CP003,P0032,480,73,601,5,11/06/2026
INV002033,CP003,P0033,70,22,194,10,11/06/2026
INV002034,CP003,P0034,113,26,190,10,11/06/2026
INV002035,CP003,P0035,33,11,107,7,11/06/2026
INV002036,CP003,P0036,5,5,30,7,11/06/2026
INV002037,CP003,P0037,142,92,458,5,11/06/2026
INV002038,CP003,P0038,49,11,93,3,11/06/2026
INV002039,CP003,P0039,100,30,314,5,11/06/2026
INV002040,CP003,P0040,211,38,327,3,11/06/2026
INV002041,CP003,P0041,84,18,138,5,11/06/2026
INV002042,CP003,P0042,179,45,283,3,11/06/2026
INV002043,CP003,P0043,131,38,203,14,11/06/2026
INV002044,CP003,P0044,102,44,357,14,11/06/2026
INV002045,CP003,P0045,29,30,319,10,11/06/2026
INV002046,CP003,P0046,63,38,336,3,11/06/2026
INV002047,CP003,P0047,198,43,254,5,11/06/2026
INV002048,CP003,P0048,163,29,226,7,11/06/2026
INV002049,CP003,P0049,181,26,306,14,11/06/2026
INV002050,CP003,P0050,196,35,246,3,11/06/2026
INV002051,CP003,P0051,128,38,340,14,11/06/2026
INV002052,CP003,P0052,76,26,292,7,11/06/2026
INV002053,CP003,P0053,18,15,102,5,11/06/2026
INV002054,CP003,P0054,311,97,877,3,11/06/2026
INV002055,CP003,P0055,63,42,342,3,11/06/2026
INV002056,CP003,P0056,174,37,251,5,11/06/2026
INV002057,CP003,P0057,175,53,335,5,11/06/2026
INV002058,CP003,P0058,70,40,177,3,11/06/2026
INV002059,CP003,P0059,45,19,134,14,11/06/2026
INV002060,CP003,P0060,134,30,194,7,11/06/2026
INV002061,CP003,P0061,226,38,358,10,11/06/2026
INV002062,CP003,P0062,178,65,424,14,11/06/2026
INV002063,CP003,P0063,24,32,293,7,11/06/2026
INV002064,CP003,P0064,52,10,72,3,11/06/2026
INV002065,CP003,P0065,120,30,205,5,11/06/2026
INV002066,CP003,P0066,43,42,318,3,11/06/2026
INV002067,CP003,P0067,48,13,92,14,11/06/2026
INV002068,CP003,P0068,206,77,661,10,11/06/2026
INV002069,CP003,P0069,146,34,259,5,11/06/2026
INV002070,CP003,P0070,172,90,558,5,11/06/2026
INV002071,CP003,P0071,208,39,372,10,11/06/2026
INV002072,CP003,P0072,92,32,194,7,11/06/2026
INV002073,CP003,P0073,157,22,221,3,11/06/2026
INV002074,CP003,P0074,119,16,175,7,11/06/2026
INV002075,CP003,P0075,26,21,149,5,11/06/2026
INV002076,CP003,P0076,159,25,238,7,11/06/2026
INV002077,CP003,P0077,78,23,130,14,11/06/2026
INV002078,CP003,P0078,204,50,384,7,11/06/2026
INV002079,CP003,P0079,51,38,213,5,11/06/2026
INV002080,CP003,P0080,88,36,204,10,11/06/2026
INV002081,CP003,P0081,83,27,185,3,11/06/2026
INV002082,CP003,P0082,105,27,196,7,11/06/2026
INV002083,CP003,P0083,100,31,204,7,11/06/2026
INV002084,CP003,P0084,26,5,30,10,11/06/2026
INV002085,CP003,P0085,86,21,118,14,11/06/2026
INV002086,CP003,P0086,146,66,457,3,11/06/2026
INV002087,CP003,P0087,204,29,295,7,11/06/2026
INV002088,CP003,P0088,182,40,311,7,11/06/2026
INV002089,CP003,P0089,101,34,275,7,11/06/2026
INV002090,CP003,P0090,186,34,287,5,11/06/2026
INV002091,CP003,P0091,38,24,210,3,11/06/2026
INV002092,CP003,P0092,80,35,183,14,11/06/2026
INV002093,CP003,P0093,126,35,181,14,11/06/2026
INV002094,CP003,P0094,74,38,350,3,11/06/2026
INV002095,CP003,P0095,292,31,319,3,11/06/2026
INV002096,CP003,P0096,44,12,83,10,11/06/2026
INV002097,CP003,P0097,98,34,187,10,11/06/2026
INV002098,CP003,P0098,115,34,236,3,11/06/2026
INV002099,CP003,P0099,28,23,206,14,11/06/2026
INV002100,CP003,P0100,200,32,240,7,11/06/2026
INV002101,CP003,P0101,485,78,709,10,11/06/2026
INV002102,CP003,P0102,584,70,604,14,11/06/2026
INV002103,CP003,P0103,42,40,233,14,11/06/2026
INV002104,CP003,P0104,191,26,261,7,11/06/2026
INV002105,CP003,P0105,80,40,282,7,11/06/2026
INV002106,CP003,P0106,32,21,138,3,11/06/2026
INV002107,CP003,P0107,477,82,593,14,11/06/2026
INV002108,CP003,P0108,96,34,192,14,11/06/2026
INV002109,CP003,P0109,102,29,153,10,11/06/2026
INV002110,CP003,P0110,31,26,145,14,11/06/2026
INV002111,CP003,P0111,281,44,390,3,11/06/2026
INV002112,CP003,P0112,199,32,269,3,11/06/2026
INV002113,CP003,P0113,201,64,476,10,11/06/2026
INV002114,CP003,P0114,17,5,30,7,11/06/2026
INV002115,CP003,P0115,74,28,147,10,11/06/2026
INV002116,CP003,P0116,142,29,203,3,11/06/2026
INV002117,CP003,P0117,190,113,595,3,11/06/2026
INV002118,CP003,P0118,26,5,30,5,11/06/2026
INV002119,CP003,P0119,49,26,249,14,11/06/2026
INV002120,CP003,P0120,67,11,118,14,11/06/2026
INV002121,CP003,P0121,86,35,238,10,11/06/2026
INV002122,CP003,P0122,295,64,337,10,11/06/2026
INV002123,CP003,P0123,82,21,181,3,11/06/2026
INV002124,CP003,P0124,230,44,349,14,11/06/2026
INV002125,CP003,P0125,188,43,348,7,11/06/2026
INV002126,CP003,P0126,168,28,274,10,11/06/2026
INV002127,CP003,P0127,194,34,334,7,11/06/2026
INV002128,CP003,P0128,224,35,325,7,11/06/2026
INV002129,CP003,P0129,137,49,408,5,11/06/2026
INV002130,CP003,P0130,67,42,218,3,11/06/2026
INV002131,CP003,P0131,132,35,257,3,11/06/2026
INV002132,CP003,P0132,250,37,386,10,11/06/2026
INV002133,CP003,P0133,194,38,285,7,11/06/2026
INV002134,CP003,P0134,169,39,233,10,11/06/2026
INV002135,CP003,P0135,130,37,264,3,11/06/2026
INV002136,CP003,P0136,47,8,50,3,11/06/2026
INV002137,CP003,P0137,113,36,192,7,11/06/2026
INV002138,CP003,P0138,28,11,71,10,11/06/2026
INV002139,CP003,P0139,29,26,254,3,11/06/2026
INV002140,CP003,P0140,229,41,251,7,11/06/2026
INV002141,CP003,P0141,130,33,278,14,11/06/2026
INV002142,CP003,P0142,107,54,372,3,11/06/2026
INV002143,CP003,P0143,38,10,97,5,11/06/2026
INV002144,CP003,P0144,196,27,296,7,11/06/2026
INV002145,CP003,P0145,285,38,349,5,11/06/2026
INV002146,CP003,P0146,274,53,402,3,11/06/2026
INV002147,CP003,P0147,302,60,420,3,11/06/2026
INV002148,CP003,P0148,432,75,594,7,11/06/2026
INV002149,CP003,P0149,231,28,271,14,11/06/2026
INV002150,CP003,P0150,45,27,187,10,11/06/2026
INV002151,CP003,P0151,50,20,161,7,11/06/2026
INV002152,CP003,P0152,154,28,238,3,11/06/2026
INV002153,CP003,P0153,82,62,723,7,11/06/2026
INV002154,CP003,P0154,148,34,185,14,11/06/2026
INV002155,CP003,P0155,193,34,351,7,11/06/2026
INV002156,CP003,P0156,135,34,196,3,11/06/2026
INV002157,CP003,P0157,67,24,204,5,11/06/2026
INV002158,CP003,P0158,64,13,111,3,11/06/2026
INV002159,CP003,P0159,85,39,312,3,11/06/2026
INV002160,CP003,P0160,220,34,376,14,11/06/2026
INV002161,CP003,P0161,12,5,30,14,11/06/2026
INV002162,CP003,P0162,208,35,305,7,11/06/2026
INV002163,CP003,P0163,54,31,305,5,11/06/2026
INV002164,CP003,P0164,185,66,431,3,11/06/2026
INV002165,CP003,P0165,322,46,381,7,11/06/2026
INV002166,CP003,P0166,107,96,728,5,11/06/2026
INV002167,CP003,P0167,126,29,213,14,11/06/2026
INV002168,CP003,P0168,187,42,258,7,11/06/2026
INV002169,CP003,P0169,28,8,41,10,11/06/2026
INV002170,CP003,P0170,133,52,392,5,11/06/2026
INV002171,CP003,P0171,191,61,375,3,11/06/2026
INV002172,CP003,P0172,143,44,326,10,11/06/2026
INV002173,CP003,P0173,203,98,459,3,11/06/2026
INV002174,CP003,P0174,248,33,265,14,11/06/2026
INV002175,CP003,P0175,97,24,128,10,11/06/2026
INV002176,CP003,P0176,51,12,58,3,11/06/2026
INV002177,CP003,P0177,61,34,265,7,11/06/2026
INV002178,CP003,P0178,307,43,345,3,11/06/2026
INV002179,CP003,P0179,138,30,207,3,11/06/2026
INV002180,CP003,P0180,188,25,263,7,11/06/2026
INV002181,CP003,P0181,23,6,53,10,11/06/2026
INV002182,CP003,P0182,16,5,56,3,11/06/2026
INV002183,CP003,P0183,61,20,118,3,11/06/2026
INV002184,CP003,P0184,59,23,262,10,11/06/2026
INV002185,CP003,P0185,68,40,425,14,11/06/2026
INV002186,CP003,P0186,61,49,389,7,11/06/2026
INV002187,CP003,P0187,275,90,685,7,11/06/2026
INV002188,CP003,P0188,52,39,253,3,11/06/2026
INV002189,CP003,P0189,44,14,67,5,11/06/2026
INV002190,CP003,P0190,65,42,228,3,11/06/2026
INV002191,CP003,P0191,196,27,240,3,11/06/2026
INV002192,CP003,P0192,194,129,752,3,11/06/2026
INV002193,CP003,P0193,133,36,289,3,11/06/2026
INV002194,CP003,P0194,50,23,256,10,11/06/2026
INV002195,CP003,P0195,41,36,368,7,11/06/2026
INV002196,CP003,P0196,275,70,381,10,11/06/2026
INV002197,CP003,P0197,170,33,210,5,11/06/2026
INV002198,CP003,P0198,35,35,310,14,11/06/2026
INV002199,CP003,P0199,72,60,543,14,11/06/2026
INV002200,CP003,P0200,89,24,188,5,11/06/2026
INV002201,CP003,P0201,111,20,182,14,11/06/2026
INV002202,CP003,P0202,159,47,393,3,11/06/2026
INV002203,CP003,P0203,120,48,450,7,11/06/2026
INV002204,CP003,P0204,507,84,788,10,11/06/2026
INV002205,CP003,P0205,177,34,315,14,11/06/2026
INV002206,CP003,P0206,51,25,212,5,11/06/2026
INV002207,CP003,P0207,136,72,627,14,11/06/2026
INV002208,CP003,P0208,33,34,290,14,11/06/2026
INV002209,CP003,P0209,153,39,291,3,11/06/2026
INV002210,CP003,P0210,261,57,270,7,11/06/2026
INV002211,CP003,P0211,135,21,187,3,11/06/2026
INV002212,CP003,P0212,199,44,324,14,11/06/2026
INV002213,CP003,P0213,93,21,215,14,11/06/2026
INV002214,CP003,P0214,308,41,389,5,11/06/2026
INV002215,CP003,P0215,233,58,389,5,11/06/2026
INV002216,CP003,P0216,155,54,455,7,11/06/2026
INV002217,CP003,P0217,144,48,325,5,11/06/2026
INV002218,CP003,P0218,57,12,95,5,11/06/2026
INV002219,CP003,P0219,59,40,336,7,11/06/2026
INV002220,CP003,P0220,30,10,52,7,11/06/2026
INV002221,CP003,P0221,44,29,247,14,11/06/2026
INV002222,CP003,P0222,252,48,328,3,11/06/2026
INV002223,CP003,P0223,54,26,291,7,11/06/2026
INV002224,CP003,P0224,119,24,175,5,11/06/2026
INV002225,CP003,P0225,101,46,283,5,11/06/2026
INV002226,CP003,P0226,27,5,30,5,11/06/2026
INV002227,CP003,P0227,80,14,85,7,11/06/2026
INV002228,CP003,P0228,81,11,102,5,11/06/2026
INV002229,CP003,P0229,50,12,89,5,11/06/2026
INV002230,CP003,P0230,290,52,408,14,11/06/2026
INV002231,CP003,P0231,18,15,117,10,11/06/2026
INV002232,CP003,P0232,28,5,30,7,11/06/2026
INV002233,CP003,P0233,63,45,247,14,11/06/2026
INV002234,CP003,P0234,66,31,177,14,11/06/2026
INV002235,CP003,P0235,309,52,503,3,11/06/2026
INV002236,CP003,P0236,50,26,185,3,11/06/2026
INV002237,CP003,P0237,159,19,195,10,11/06/2026
INV002238,CP003,P0238,96,32,241,5,11/06/2026
INV002239,CP003,P0239,147,39,237,14,11/06/2026
INV002240,CP003,P0240,49,25,145,14,11/06/2026
INV002241,CP003,P0241,30,7,48,10,11/06/2026
INV002242,CP003,P0242,60,23,165,7,11/06/2026
INV002243,CP003,P0243,110,19,213,5,11/06/2026
INV002244,CP003,P0244,20,5,30,3,11/06/2026
INV002245,CP003,P0245,232,35,263,14,11/06/2026
INV002246,CP003,P0246,47,41,210,3,11/06/2026
INV002247,CP003,P0247,211,46,422,7,11/06/2026
INV002248,CP003,P0248,53,13,77,3,11/06/2026
INV002249,CP003,P0249,149,19,183,5,11/06/2026
INV002250,CP003,P0250,41,9,83,7,11/06/2026
INV002251,CP003,P0251,36,34,249,3,11/06/2026
INV002252,CP003,P0252,117,65,455,10,11/06/2026
INV002253,CP003,P0253,238,26,285,14,11/06/2026
INV002254,CP003,P0254,13,5,30,7,11/06/2026
INV002255,CP003,P0255,81,42,212,14,11/06/2026
INV002256,CP003,P0256,14,5,30,14,11/06/2026
INV002257,CP003,P0257,98,11,111,14,11/06/2026
INV002258,CP003,P0258,95,52,318,14,11/06/2026
INV002259,CP003,P0259,16,6,64,5,11/06/2026
INV002260,CP003,P0260,289,100,603,10,11/06/2026
INV002261,CP003,P0261,64,46,323,7,11/06/2026
INV002262,CP003,P0262,159,26,218,5,11/06/2026
INV002263,CP003,P0263,304,54,446,10,11/06/2026
INV002264,CP003,P0264,309,49,452,7,11/06/2026
INV002265,CP003,P0265,138,26,274,5,11/06/2026
INV002266,CP003,P0266,18,5,30,14,11/06/2026
INV002267,CP003,P0267,33,12,100,14,11/06/2026
INV002268,CP003,P0268,50,26,308,7,11/06/2026
INV002269,CP003,P0269,48,30,245,10,11/06/2026
INV002270,CP003,P0270,180,98,588,7,11/06/2026
INV002271,CP003,P0271,71,19,168,7,11/06/2026
INV002272,CP003,P0272,285,52,424,3,11/06/2026
INV002273,CP003,P0273,212,33,289,10,11/06/2026
INV002274,CP003,P0274,270,49,350,14,11/06/2026
INV002275,CP003,P0275,53,39,298,5,11/06/2026
INV002276,CP003,P0276,11,5,30,5,11/06/2026
INV002277,CP003,P0277,84,78,631,7,11/06/2026
INV002278,CP003,P0278,139,35,270,14,11/06/2026
INV002279,CP003,P0279,398,49,491,10,11/06/2026
INV002280,CP003,P0280,26,9,74,14,11/06/2026
INV002281,CP003,P0281,88,28,134,14,11/06/2026
INV002282,CP003,P0282,121,34,184,5,11/06/2026
INV002283,CP003,P0283,47,14,122,7,11/06/2026
INV002284,CP003,P0284,28,28,136,3,11/06/2026
INV002285,CP003,P0285,200,26,273,7,11/06/2026
INV002286,CP003,P0286,289,76,593,7,11/06/2026
INV002287,CP003,P0287,360,65,561,3,11/06/2026
INV002288,CP003,P0288,318,64,467,5,11/06/2026
INV002289,CP003,P0289,91,87,673,5,11/06/2026
INV002290,CP003,P0290,105,46,330,5,11/06/2026
INV002291,CP003,P0291,301,54,623,14,11/06/2026
INV002292,CP003,P0292,45,30,184,5,11/06/2026
INV002293,CP003,P0293,640,93,780,3,11/06/2026
INV002294,CP003,P0294,216,60,403,7,11/06/2026
INV002295,CP003,P0295,85,21,123,3,11/06/2026
INV002296,CP003,P0296,127,36,347,14,11/06/2026
INV002297,CP003,P0297,94,18,113,3,11/06/2026
INV002298,CP003,P0298,44,26,212,7,11/06/2026
INV002299,CP003,P0299,79,17,112,5,11/06/2026
INV002300,CP003,P0300,20,17,85,7,11/06/2026
INV002301,CP003,P0301,249,58,404,10,11/06/2026
INV002302,CP003,P0302,210,34,220,5,11/06/2026
INV002303,CP003,P0303,28,27,279,3,11/06/2026
INV002304,CP003,P0304,298,60,427,5,11/06/2026
INV002305,CP003,P0305,14,9,46,5,11/06/2026
INV002306,CP003,P0306,67,13,96,3,11/06/2026
INV002307,CP003,P0307,8,5,30,10,11/06/2026
INV002308,CP003,P0308,111,80,743,14,11/06/2026
INV002309,CP003,P0309,161,24,230,3,11/06/2026
INV002310,CP003,P0310,87,32,188,7,11/06/2026
INV002311,CP003,P0311,148,30,211,5,11/06/2026
INV002312,CP003,P0312,92,32,184,14,11/06/2026
INV002313,CP003,P0313,9,5,30,5,11/06/2026
INV002314,CP003,P0314,465,109,953,7,11/06/2026
INV002315,CP003,P0315,107,27,209,5,11/06/2026
INV002316,CP003,P0316,59,33,330,14,11/06/2026
INV002317,CP003,P0317,225,88,569,10,11/06/2026
INV002318,CP003,P0318,43,8,55,14,11/06/2026
INV002319,CP003,P0319,167,41,244,10,11/06/2026
INV002320,CP003,P0320,196,75,586,14,11/06/2026
INV002321,CP003,P0321,86,27,238,5,11/06/2026
INV002322,CP003,P0322,61,63,436,14,11/06/2026
INV002323,CP003,P0323,135,36,182,14,11/06/2026
INV002324,CP003,P0324,93,63,354,14,11/06/2026
INV002325,CP003,P0325,320,41,364,10,11/06/2026
INV002326,CP003,P0326,96,27,189,3,11/06/2026
INV002327,CP003,P0327,81,54,328,7,11/06/2026
INV002328,CP003,P0328,54,22,231,7,11/06/2026
INV002329,CP003,P0329,92,30,193,7,11/06/2026
INV002330,CP003,P0330,29,5,30,7,11/06/2026
INV002331,CP003,P0331,35,31,268,5,11/06/2026
INV002332,CP003,P0332,210,36,370,3,11/06/2026
INV002333,CP003,P0333,311,68,639,5,11/06/2026
INV002334,CP003,P0334,24,5,30,7,11/06/2026
INV002335,CP003,P0335,187,39,278,3,11/06/2026
INV002336,CP003,P0336,45,10,76,5,11/06/2026
INV002337,CP003,P0337,430,69,533,5,11/06/2026
INV002338,CP003,P0338,66,36,385,5,11/06/2026
INV002339,CP003,P0339,89,99,526,10,11/06/2026
INV002340,CP003,P0340,80,19,192,5,11/06/2026
INV002341,CP003,P0341,54,29,251,5,11/06/2026
INV002342,CP003,P0342,660,144,1022,5,11/06/2026
INV002343,CP003,P0343,185,28,310,5,11/06/2026
INV002344,CP003,P0344,80,49,240,7,11/06/2026
INV002345,CP003,P0345,125,35,175,7,11/06/2026
INV002346,CP003,P0346,178,59,352,14,11/06/2026
INV002347,CP003,P0347,157,28,284,10,11/06/2026
INV002348,CP003,P0348,89,33,330,10,11/06/2026
INV002349,CP003,P0349,32,25,164,5,11/06/2026
INV002350,CP003,P0350,43,7,67,10,11/06/2026
INV002351,CP003,P0351,128,20,149,5,11/06/2026
INV002352,CP003,P0352,102,82,566,5,11/06/2026
INV002353,CP003,P0353,37,31,253,5,11/06/2026
INV002354,CP003,P0354,150,28,193,14,11/06/2026
INV002355,CP003,P0355,181,92,495,14,11/06/2026
INV002356,CP003,P0356,126,73,421,10,11/06/2026
INV002357,CP003,P0357,89,23,179,14,11/06/2026
INV002358,CP003,P0358,140,43,264,3,11/06/2026
INV002359,CP003,P0359,139,25,218,7,11/06/2026
INV002360,CP003,P0360,394,68,450,5,11/06/2026
INV002361,CP003,P0361,67,21,123,10,11/06/2026
INV002362,CP003,P0362,10,5,30,3,11/06/2026
INV002363,CP003,P0363,219,54,357,7,11/06/2026
INV002364,CP003,P0364,70,39,202,14,11/06/2026
INV002365,CP003,P0365,104,36,265,3,11/06/2026
