customer_id,gender,age,age_group,loyalty_tier,visit_frequency,total_spend_lkr,avg_basket_value_lkr,days_since_last_purchase,preferred_category,campaign_id,offer_type,discount_pct,channel,sent_date,year,clicked,redeemed,revenue_after_lkr,treatment,customer_past_redemption_rate,is_seasonal_window,is_salary_cycle,is_school_holiday
CUST_0489,Female,18,18-25,Silver,4,312885.48,12075.18,156,Dress,CMP_000824,Flash Sale,20,In-Store,2018-03-08,2018,1,1,11670.05,1,0.4286,1,0,0
CUST_0745,Male,27,26-34,Bronze,26,370793.04,12656.67,159,Perfume,CMP_000825,BOGO,50,Email,2018-06-16,2018,1,0,0.0,1,0.4545,1,0,0
CUST_1935,Female,44,35-45,Silver,7,65710.67,6854.73,4,Trousers,CMP_000826,Seasonal Sale,40,In-Store,2018-12-03,2018,1,0,0.0,0,0.5556,1,0,1
CUST_1727,Female,54,46-60,Bronze,27,269676.03,17002.67,96,Coat,CMP_000827,Flash Sale,30,Email,2018-05-14,2018,0,0,0.0,0,0.6429,0,0,0
CUST_1655,Male,48,46-60,Bronze,3,100180.84,13445.05,75,Top,CMP_000828,Discount,50,App Push,2018-11-23,2018,1,1,6343.18,1,0.75,1,1,0
CUST_0029,Female,19,18-25,Gold,3,724367.25,24284.68,104,Handbag,CMP_000829,Loyalty Reward,50,App Push,2018-06-07,2018,1,1,15939.93,1,0.4286,1,0,0
CUST_1092,Female,25,18-25,Gold,4,85807.22,6007.32,139,Trousers,CMP_000830,Loyalty Reward,40,Email,2018-11-11,2018,0,0,0.0,1,0.5556,1,0,0
CUST_0666,Male,36,35-45,Bronze,20,159342.52,11947.08,42,Coat,CMP_000831,Loyalty Reward,50,App Push,2018-12-31,2018,1,1,8172.62,1,0.5714,1,1,1
CUST_0564,Male,20,18-25,Silver,7,183970.27,11883.7,17,Jewellery,CMP_000832,Loyalty Reward,30,App Push,2018-06-29,2018,1,1,8982.38,0,0.5,1,1,0
CUST_2043,Female,60,46-60,Silver,47,81830.53,4516.31,178,Perfume,CMP_000833,Loyalty Reward,40,SMS,2018-11-09,2018,1,0,0.0,0,0.5,1,0,0
CUST_0308,Male,25,18-25,Bronze,17,28506.81,6660.84,79,Sunglasses,CMP_000834,Loyalty Reward,30,In-Store,2018-12-03,2018,1,1,5408.9,1,0.5833,1,0,1
CUST_0231,Female,40,35-45,Silver,41,109374.34,13886.87,49,Watch,CMP_000835,BOGO,10,SMS,2018-12-12,2018,0,0,0.0,1,0.6471,1,0,1
CUST_0753,Female,55,46-60,Bronze,1,164666.97,7529.38,166,Handbag,CMP_000836,BOGO,50,SMS,2018-06-10,2018,0,0,0.0,1,0.5455,1,0,0
CUST_0553,Female,48,46-60,Silver,9,364760.55,15107.92,58,Shoes,CMP_000837,Loyalty Reward,30,App Push,2018-07-23,2018,1,0,0.0,0,0.5882,1,1,0
CUST_0587,Male,33,26-34,Silver,36,165841.65,8712.67,2,Perfume,CMP_000838,Seasonal Sale,30,SMS,2018-04-24,2018,1,0,0.0,1,0.7222,1,1,1
CUST_0588,Male,48,46-60,Silver,47,189339.89,23433.25,153,Handbag,CMP_000839,Flash Sale,30,Email,2018-04-01,2018,1,1,14033.93,1,0.5333,1,1,1
CUST_1376,Female,45,35-45,Silver,1,300608.82,22060.44,126,Dress,CMP_000840,Flash Sale,50,App Push,2018-07-08,2018,1,1,14092.15,1,0.75,1,0,0
CUST_1480,Female,52,46-60,Gold,37,715129.67,24497.67,46,Dress,CMP_000841,Loyalty Reward,20,In-Store,2018-03-27,2018,1,1,23260.23,1,0.7143,1,1,0
CUST_1357,Female,41,35-45,Silver,19,284381.16,20257.99,133,Sunglasses,CMP_000842,Flash Sale,30,In-Store,2018-10-01,2018,1,1,12937.48,0,0.7778,0,1,0
CUST_2237,Female,20,18-25,Gold,26,200001.6,23879.07,35,Shoes,CMP_000843,New Arrival,40,SMS,2018-07-12,2018,1,1,16732.8,1,0.2667,1,0,0
CUST_2435,Female,35,35-45,Gold,36,81075.61,16449.24,179,Jewellery,CMP_000844,BOGO,10,App Push,2018-12-21,2018,1,1,18762.24,0,0.5833,1,1,1
CUST_0859,Female,55,46-60,Bronze,18,182351.59,18143.67,64,Trousers,CMP_000845,Seasonal Sale,30,Email,2018-11-25,2018,1,1,12241.65,1,0.1818,1,1,0
CUST_2394,Male,47,46-60,Bronze,1,503163.0,19247.58,64,Shoes,CMP_000846,New Arrival,50,SMS,2018-05-28,2018,0,0,0.0,1,0.5333,0,1,0
CUST_1060,Female,53,46-60,Silver,31,33732.85,4057.68,10,Watch,CMP_000847,New Arrival,40,In-Store,2018-07-31,2018,1,1,2122.45,1,0.7273,1,1,0
CUST_1240,Male,60,46-60,Silver,45,242810.79,20342.73,165,Top,CMP_000848,Seasonal Sale,30,SMS,2018-11-03,2018,0,0,0.0,1,0.2222,1,0,0
CUST_0045,Male,53,46-60,Silver,35,52767.34,13470.59,149,Trousers,CMP_000849,Loyalty Reward,40,App Push,2018-03-14,2018,0,0,0.0,1,0.6,1,0,0
CUST_2389,Female,47,46-60,Gold,37,429893.27,21535.08,116,Trousers,CMP_000850,Discount,10,SMS,2018-01-22,2018,0,0,0.0,1,0.3,0,1,0
CUST_2262,Female,43,35-45,Bronze,39,11444.68,3500.74,9,Watch,CMP_000851,Loyalty Reward,50,SMS,2018-11-01,2018,1,1,1772.38,1,0.7,1,1,0
CUST_0105,Female,47,46-60,Bronze,17,306579.47,20604.44,27,Coat,CMP_000852,BOGO,50,SMS,2018-03-13,2018,1,1,10020.01,1,0.6923,1,0,0
CUST_1490,Female,38,35-45,Silver,39,153749.24,10077.83,63,Top,CMP_000853,New Arrival,20,App Push,2018-12-02,2018,1,1,10796.65,1,0.55,1,0,1
CUST_1969,Male,59,46-60,Silver,26,29085.72,3586.12,55,Jewellery,CMP_000854,Seasonal Sale,20,App Push,2018-12-21,2018,1,1,3199.23,1,0.5,1,1,1
CUST_0221,Female,48,46-60,Bronze,46,205006.24,10371.63,157,Top,CMP_000855,Flash Sale,50,App Push,2018-06-08,2018,0,0,0.0,1,0.8,1,0,0
CUST_0336,Male,49,46-60,Silver,38,101092.31,4445.03,96,Watch,CMP_000856,Discount,30,App Push,2018-11-17,2018,1,1,2686.62,0,0.8571,1,0,0
CUST_0963,Male,38,35-45,Silver,32,40862.04,4063.95,120,Trousers,CMP_000857,Seasonal Sale,10,App Push,2018-05-21,2018,0,0,0.0,1,0.4615,0,1,0
CUST_0369,Male,44,35-45,Gold,28,328370.7,17183.8,13,Top,CMP_000858,Loyalty Reward,30,SMS,2018-11-15,2018,1,1,11406.7,1,0.3571,1,0,0
CUST_0497,Female,58,46-60,Silver,19,505125.92,17021.47,42,Sunglasses,CMP_000859,Seasonal Sale,50,In-Store,2018-11-06,2018,1,1,11624.97,1,0.6667,1,0,0
CUST_1389,Female,40,35-45,Silver,18,212489.17,8982.82,143,Watch,CMP_000860,Seasonal Sale,10,Email,2018-02-23,2018,0,0,0.0,1,0.2,0,1,0
CUST_0229,Female,50,46-60,Bronze,36,202370.05,7329.35,80,Perfume,CMP_000861,Loyalty Reward,10,App Push,2018-08-09,2018,0,0,0.0,0,0.7143,0,0,1
CUST_1850,Female,26,26-34,Bronze,1,51552.13,9027.08,115,Perfume,CMP_000862,Flash Sale,40,In-Store,2018-09-04,2018,0,0,0.0,1,0.6667,0,0,0
CUST_0090,Female,30,26-34,Silver,33,428543.32,23934.45,107,Handbag,CMP_000863,BOGO,10,App Push,2018-01-18,2018,1,1,20588.28,1,0.5556,0,0,0
CUST_2392,Male,19,18-25,Bronze,44,605094.91,24984.92,53,Handbag,CMP_000864,Loyalty Reward,40,SMS,2018-12-15,2018,1,1,20586.6,0,0.75,1,0,1
CUST_1675,Female,42,35-45,Silver,15,379400.0,14622.38,71,Dress,CMP_000865,Discount,10,SMS,2018-06-20,2018,1,1,12496.42,1,0.4444,1,1,0
CUST_0961,Male,34,26-34,Bronze,30,117379.43,11180.78,37,Top,CMP_000866,Loyalty Reward,40,SMS,2018-07-28,2018,1,1,9327.43,1,0.5,1,1,0
CUST_1324,Male,37,35-45,Silver,2,146652.48,9370.45,12,Top,CMP_000867,Seasonal Sale,30,SMS,2018-03-29,2018,0,0,0.0,1,0.3636,1,1,0
CUST_2482,Female,55,46-60,Bronze,51,91348.8,19243.85,20,Trousers,CMP_000868,Seasonal Sale,20,Email,2018-08-25,2018,1,0,0.0,1,0.625,0,1,1
CUST_0898,Female,18,18-25,Silver,24,242456.05,23259.02,35,Dress,CMP_000869,Flash Sale,40,SMS,2018-11-18,2018,1,1,17065.32,1,0.3,1,0,0
CUST_1533,Female,38,35-45,Silver,7,149003.77,13522.61,114,Handbag,CMP_000870,BOGO,30,App Push,2018-08-13,2018,0,0,0.0,1,0.7273,0,0,1
CUST_1121,Female,59,46-60,Silver,18,88098.79,14199.96,39,Perfume,CMP_000871,Discount,30,In-Store,2018-11-21,2018,1,1,13407.51,1,0.5385,1,1,0
CUST_0546,Female,59,46-60,Bronze,18,168317.62,13921.83,38,Shoes,CMP_000872,New Arrival,40,App Push,2018-10-30,2018,1,0,0.0,1,0.75,0,1,0
CUST_0920,Male,29,26-34,Platinum,38,247249.44,11404.08,80,Trousers,CMP_000873,Discount,40,App Push,2018-04-18,2018,1,1,9490.82,1,0.4444,1,0,1
CUST_0798,Female,42,35-45,Bronze,11,64087.43,8752.01,135,Handbag,CMP_000874,BOGO,50,In-Store,2018-06-17,2018,1,1,4969.42,1,0.3333,1,0,0
CUST_1628,Female,48,46-60,Bronze,43,500086.37,17691.76,172,Perfume,CMP_000875,Discount,50,In-Store,2018-03-19,2018,0,0,0.0,1,0.5833,1,0,0
CUST_2057,Female,49,46-60,Silver,37,33105.3,2571.42,84,Top,CMP_000876,New Arrival,10,App Push,2018-01-28,2018,0,0,0.0,1,0.6,0,1,0
CUST_0970,Female,50,46-60,Bronze,15,146862.88,20335.24,38,Handbag,CMP_000877,BOGO,30,In-Store,2018-02-21,2018,0,0,0.0,1,0.6667,0,1,0
CUST_1952,Male,45,35-45,Gold,39,608653.92,24985.71,172,Watch,CMP_000878,Loyalty Reward,10,In-Store,2018-12-09,2018,1,1,30518.25,1,0.5385,1,0,1
CUST_2418,Male,29,26-34,Silver,51,71181.84,5469.62,35,Watch,CMP_000879,New Arrival,30,SMS,2018-12-02,2018,0,0,0.0,1,0.2857,1,0,1
CUST_1062,Female,45,35-45,Bronze,45,138800.19,9031.63,54,Watch,CMP_000880,Discount,30,Email,2018-02-27,2018,1,1,8675.97,1,0.5455,0,1,0
CUST_1837,Male,22,18-25,Gold,12,442309.13,14980.61,118,Shoes,CMP_000881,Flash Sale,50,SMS,2018-05-14,2018,0,0,0.0,0,0.4545,0,0,0
CUST_1876,Female,30,26-34,Silver,2,301655.23,16509.09,148,Jewellery,CMP_000882,New Arrival,30,SMS,2018-03-03,2018,1,1,14288.32,1,0.3846,1,0,0
CUST_1697,Male,22,18-25,Bronze,7,127339.37,18016.8,162,Trousers,CMP_000883,Loyalty Reward,30,In-Store,2018-11-11,2018,1,1,11584.81,0,0.5714,1,0,0
CUST_1574,Female,57,46-60,Bronze,48,417484.65,14020.71,60,Watch,CMP_000884,New Arrival,30,Email,2018-07-17,2018,0,0,0.0,1,0.6154,1,0,0
CUST_0362,Female,43,35-45,Silver,37,253168.83,15096.06,158,Sunglasses,CMP_000885,Seasonal Sale,40,App Push,2018-08-08,2018,0,0,0.0,0,0.4706,0,0,1
CUST_0997,Female,27,26-34,Bronze,42,42986.04,11418.01,26,Sunglasses,CMP_000886,BOGO,20,In-Store,2018-07-16,2018,1,1,10849.47,1,0.8571,1,0,0
CUST_2356,Male,34,26-34,Gold,22,98792.4,3484.73,127,Jewellery,CMP_000887,Discount,30,App Push,2018-10-05,2018,0,0,0.0,1,0.125,0,0,0
CUST_1049,Female,28,26-34,Platinum,4,229729.34,10543.37,150,Dress,CMP_000888,Flash Sale,50,SMS,2018-04-07,2018,1,1,6053.69,1,0.6,1,0,1
CUST_1972,Female,44,35-45,Gold,34,55203.4,8891.36,34,Watch,CMP_000889,Discount,10,Email,2018-03-19,2018,0,0,0.0,0,0.5714,1,0,0
CUST_2125,Female,19,18-25,Bronze,22,425258.42,23276.16,159,Dress,CMP_000890,Seasonal Sale,20,App Push,2018-01-08,2018,0,0,0.0,1,0.8333,0,0,0
CUST_1219,Female,39,35-45,Bronze,7,321959.05,11519.02,43,Watch,CMP_000891,Seasonal Sale,40,In-Store,2018-06-21,2018,1,1,9617.79,1,0.4615,1,1,0
CUST_1345,Female,29,26-34,Bronze,22,118879.85,24549.69,174,Dress,CMP_000892,Discount,20,Email,2018-12-13,2018,0,0,0.0,1,0.6429,1,0,1
CUST_0839,Female,50,46-60,Platinum,3,193344.99,10506.53,106,Sunglasses,CMP_000893,Seasonal Sale,50,SMS,2018-04-09,2018,1,1,7267.33,1,0.6154,1,0,1
CUST_1190,Female,30,26-34,Silver,23,90163.53,15499.05,127,Top,CMP_000894,BOGO,30,SMS,2018-03-30,2018,1,1,11970.98,1,0.5833,1,1,0
CUST_2099,Female,58,46-60,Bronze,47,88200.14,8960.47,100,Coat,CMP_000895,Seasonal Sale,30,SMS,2018-12-22,2018,0,0,0.0,0,0.7,1,1,1
CUST_2045,Female,18,18-25,Silver,19,201218.44,21099.44,140,Trousers,CMP_000896,Flash Sale,10,App Push,2018-03-23,2018,0,0,0.0,1,0.4167,1,1,0
CUST_0580,Male,53,46-60,Bronze,43,187805.3,15573.55,47,Trousers,CMP_000897,New Arrival,20,App Push,2018-02-22,2018,1,0,0.0,1,0.4,0,1,0
CUST_0043,Male,20,18-25,Silver,11,85779.28,17380.61,91,Coat,CMP_000898,New Arrival,30,App Push,2018-12-19,2018,1,1,15761.41,1,0.5,1,0,1
CUST_0749,Female,33,26-34,Silver,45,83782.76,8261.99,174,Dress,CMP_000899,Seasonal Sale,50,App Push,2018-10-26,2018,1,1,3538.48,0,0.5556,0,1,0
CUST_1296,Male,57,46-60,Bronze,5,378417.96,14074.09,28,Coat,CMP_000900,Seasonal Sale,30,SMS,2018-06-10,2018,1,1,11093.86,1,0.5556,1,0,0
CUST_2415,Female,50,46-60,Silver,6,325961.05,14456.32,29,Coat,CMP_000901,Loyalty Reward,40,SMS,2018-11-23,2018,1,1,10164.79,1,0.7273,1,1,0
CUST_0942,Female,39,35-45,Silver,50,189619.98,16362.08,73,Sunglasses,CMP_000902,New Arrival,20,Email,2018-11-25,2018,1,1,18030.58,1,0.3636,1,1,0
CUST_0651,Male,41,35-45,Gold,42,154162.66,14540.21,113,Sunglasses,CMP_000903,New Arrival,10,Email,2018-01-11,2018,1,1,12978.9,1,0.6,0,0,0
CUST_0122,Female,31,26-34,Bronze,15,82480.55,19438.2,7,Sunglasses,CMP_000904,Flash Sale,30,Email,2018-09-18,2018,1,1,16442.94,1,0.75,0,0,0
CUST_0026,Female,38,35-45,Bronze,8,137321.11,20206.79,143,Watch,CMP_000905,Discount,30,Email,2018-09-21,2018,1,1,17045.36,1,0.4444,0,1,0
CUST_1730,Female,59,46-60,Silver,30,193890.55,13867.6,18,Sunglasses,CMP_000906,Flash Sale,20,Email,2018-12-18,2018,1,1,13929.05,1,0.8,1,0,1
CUST_1093,Female,26,26-34,Silver,27,68872.59,7145.02,122,Perfume,CMP_000907,Discount,50,SMS,2018-12-30,2018,1,1,3565.15,0,0.6154,1,1,1
CUST_2430,Female,56,46-60,Bronze,24,187930.52,6550.41,111,Dress,CMP_000908,Loyalty Reward,10,Email,2018-06-27,2018,0,0,0.0,0,0.8,1,1,0
CUST_1632,Male,51,46-60,Silver,15,50901.8,8909.26,20,Handbag,CMP_000909,Loyalty Reward,10,In-Store,2018-08-03,2018,0,0,0.0,0,0.3333,0,0,1
CUST_0626,Female,23,18-25,Gold,38,472689.95,23436.91,169,Watch,CMP_000910,Seasonal Sale,30,SMS,2018-03-25,2018,0,0,0.0,0,0.625,1,1,0
CUST_0836,Female,56,46-60,Bronze,21,122252.81,13592.91,24,Sunglasses,CMP_000911,BOGO,30,App Push,2018-02-27,2018,1,1,8551.29,0,0.5,0,1,0
CUST_1143,Female,49,46-60,Silver,14,165884.13,23151.57,69,Trousers,CMP_000912,Discount,10,In-Store,2018-06-03,2018,1,1,28127.83,0,0.8,1,0,0
CUST_0863,Female,59,46-60,Platinum,44,190460.56,13122.63,78,Shoes,CMP_000913,Flash Sale,50,In-Store,2018-10-11,2018,0,0,0.0,1,0.6,0,0,0
CUST_1030,Female,33,26-34,Bronze,8,23760.34,3886.94,172,Jewellery,CMP_000914,Discount,20,SMS,2018-07-17,2018,1,1,3256.62,0,0.4444,1,0,0
CUST_0539,Female,44,35-45,Bronze,24,256721.01,9082.16,58,Coat,CMP_000915,Discount,30,SMS,2018-06-18,2018,1,0,0.0,0,0.6154,1,0,0
CUST_0924,Female,42,35-45,Gold,29,131932.3,9522.89,134,Shoes,CMP_000916,Loyalty Reward,30,Email,2018-11-27,2018,1,1,6307.46,0,0.5333,1,1,0
CUST_0580,Male,53,46-60,Bronze,43,187805.3,15573.55,47,Trousers,CMP_000917,Loyalty Reward,40,SMS,2018-11-16,2018,0,0,0.0,0,0.4,1,0,0
CUST_0959,Male,49,46-60,Platinum,45,158056.8,5845.13,57,Jewellery,CMP_000918,Loyalty Reward,10,In-Store,2018-10-11,2018,1,1,5070.37,1,0.7368,0,0,0
CUST_1369,Male,57,46-60,Gold,50,11666.85,2652.67,125,Coat,CMP_000919,BOGO,20,App Push,2018-02-21,2018,1,1,2903.04,1,0.4286,0,1,0
CUST_2437,Female,54,46-60,Gold,20,64757.24,3854.96,123,Dress,CMP_000920,New Arrival,30,In-Store,2018-11-28,2018,1,0,0.0,1,0.5455,1,1,0
CUST_1030,Female,33,26-34,Bronze,8,23760.34,3886.94,172,Jewellery,CMP_000921,Discount,40,In-Store,2018-12-23,2018,1,1,2840.01,1,0.4444,1,1,1
CUST_0585,Female,38,35-45,Bronze,10,39005.56,6505.46,90,Watch,CMP_000922,Seasonal Sale,40,In-Store,2018-02-18,2018,1,0,0.0,0,0.3571,0,0,0
CUST_1517,Female,42,35-45,Silver,13,367181.0,18433.82,63,Perfume,CMP_000923,Seasonal Sale,30,SMS,2018-06-05,2018,0,0,0.0,0,0.5455,1,0,0
CUST_1150,Female,47,46-60,Silver,16,588134.77,24022.84,115,Watch,CMP_000924,Discount,50,App Push,2018-12-15,2018,0,0,0.0,0,0.4,1,0,1
CUST_0695,Male,23,18-25,Gold,28,228169.39,16030.59,96,Coat,CMP_000925,Loyalty Reward,40,In-Store,2018-08-20,2018,1,0,0.0,1,0.5714,0,1,1
CUST_2289,Female,52,46-60,Silver,6,223978.71,7558.29,2,Handbag,CMP_000926,Discount,30,App Push,2018-07-26,2018,1,1,6229.33,0,0.8571,1,1,0
CUST_0240,Male,45,35-45,Bronze,37,225463.46,21032.33,73,Handbag,CMP_000927,Flash Sale,40,SMS,2018-03-10,2018,0,0,0.0,1,0.4444,1,0,0
CUST_0645,Male,57,46-60,Gold,25,417302.74,22592.53,78,Trousers,CMP_000928,New Arrival,30,In-Store,2018-07-10,2018,1,1,14385.48,0,0.8,1,0,0
CUST_0811,Female,49,46-60,Bronze,26,628228.58,24303.35,50,Shoes,CMP_000929,Flash Sale,10,App Push,2018-06-01,2018,1,1,23299.93,1,0.5,1,1,0
CUST_2078,Female,33,26-34,Silver,37,28456.51,2950.53,152,Trousers,CMP_000930,BOGO,10,App Push,2018-03-13,2018,1,1,2431.08,1,0.4167,1,0,0
CUST_1915,Female,19,18-25,Silver,13,312402.66,21568.76,71,Sunglasses,CMP_000931,New Arrival,20,SMS,2018-06-24,2018,1,1,15118.9,1,0.6,1,1,0
CUST_0022,Male,60,46-60,Gold,25,287582.69,16196.27,177,Sunglasses,CMP_000932,New Arrival,30,App Push,2018-03-17,2018,1,1,14312.02,0,0.5,1,0,0
CUST_0800,Female,18,18-25,Silver,7,201582.55,22598.5,133,Dress,CMP_000933,New Arrival,40,Email,2018-10-19,2018,0,0,0.0,1,0.6667,0,0,0
CUST_1066,Female,32,26-34,Bronze,4,258299.0,11364.72,143,Jewellery,CMP_000934,Discount,20,App Push,2018-12-27,2018,1,1,11181.21,1,0.2857,1,1,1
CUST_2003,Female,49,46-60,Gold,32,177215.89,11830.71,142,Sunglasses,CMP_000935,New Arrival,20,In-Store,2018-06-13,2018,0,0,0.0,1,0.7273,1,0,0
CUST_0623,Female,46,46-60,Bronze,1,23769.44,5306.56,167,Perfume,CMP_000936,Seasonal Sale,50,In-Store,2018-09-14,2018,1,1,3216.81,0,0.0,0,0,0
CUST_1872,Male,18,18-25,Silver,47,187906.91,8905.17,2,Sunglasses,CMP_000937,New Arrival,50,Email,2018-06-22,2018,1,1,4751.08,1,0.5625,1,1,0
CUST_1726,Male,57,46-60,Bronze,37,432632.72,18765.27,136,Shoes,CMP_000938,BOGO,20,App Push,2018-03-16,2018,1,1,16280.97,1,0.5556,1,0,0
CUST_1426,Female,26,26-34,Bronze,36,194528.52,24178.4,62,Perfume,CMP_000939,Seasonal Sale,40,In-Store,2018-12-01,2018,1,1,15948.49,1,0.9,1,1,1
CUST_0766,Female,37,35-45,Silver,16,92853.37,12579.44,83,Sunglasses,CMP_000940,BOGO,40,In-Store,2018-03-26,2018,1,0,0.0,1,0.6154,1,1,0
CUST_1521,Male,34,26-34,Bronze,47,218940.25,19209.87,18,Jewellery,CMP_000941,BOGO,50,App Push,2018-03-02,2018,1,1,8181.96,1,0.4167,1,0,0
CUST_2046,Female,28,26-34,Bronze,29,322318.04,21957.01,120,Perfume,CMP_000942,Discount,40,App Push,2018-06-18,2018,1,1,15219.33,1,0.75,1,0,0
CUST_1984,Female,53,46-60,Gold,22,290952.59,14204.79,151,Handbag,CMP_000943,BOGO,40,SMS,2018-09-02,2018,1,1,7522.42,1,0.6667,0,0,0
CUST_1524,Male,30,26-34,Silver,16,427711.03,19400.81,139,Jewellery,CMP_000944,New Arrival,40,Email,2018-05-12,2018,0,0,0.0,1,0.4286,0,0,0
CUST_0200,Female,36,35-45,Bronze,23,269297.16,22849.03,154,Sunglasses,CMP_000945,Flash Sale,20,Email,2018-03-22,2018,0,0,0.0,1,0.4545,1,1,0
CUST_0917,Male,22,18-25,Silver,49,233921.49,14641.36,94,Shoes,CMP_000946,Loyalty Reward,50,SMS,2018-11-05,2018,1,0,0.0,1,0.6,1,0,0
CUST_0342,Female,24,18-25,Bronze,14,31166.95,9283.49,100,Top,CMP_000947,BOGO,40,In-Store,2018-05-08,2018,0,0,0.0,1,0.3,0,0,0
CUST_2459,Female,45,35-45,Bronze,24,316477.71,13316.67,137,Perfume,CMP_000948,New Arrival,30,In-Store,2018-03-15,2018,0,0,0.0,1,0.5,1,0,0
CUST_1995,Female,26,26-34,Bronze,6,289274.99,12889.83,8,Shoes,CMP_000949,Loyalty Reward,30,Email,2018-05-04,2018,0,0,0.0,1,0.6429,0,0,0
CUST_2096,Female,37,35-45,Bronze,26,371147.15,12608.35,16,Top,CMP_000950,Discount,20,App Push,2018-04-10,2018,1,1,9913.15,1,0.6316,1,0,1
CUST_2269,Male,36,35-45,Silver,50,146076.86,14098.69,162,Watch,CMP_000951,New Arrival,40,App Push,2018-07-30,2018,0,0,0.0,0,0.6,1,1,0
CUST_0841,Male,60,46-60,Silver,44,239173.17,16364.89,157,Watch,CMP_000952,Flash Sale,30,In-Store,2018-09-27,2018,1,1,13135.58,1,0.6667,0,1,0
CUST_1339,Male,25,18-25,Silver,48,238611.41,8680.47,170,Shoes,CMP_000953,Seasonal Sale,30,Email,2018-11-06,2018,0,0,0.0,1,0.625,1,0,0
CUST_1366,Male,25,18-25,Bronze,31,428478.83,20842.14,73,Watch,CMP_000954,New Arrival,20,Email,2018-04-04,2018,1,1,23256.1,1,0.25,1,0,1
CUST_2084,Female,42,35-45,Silver,34,417047.03,14225.85,28,Coat,CMP_000955,Loyalty Reward,20,SMS,2018-03-09,2018,1,1,13535.91,1,0.4,1,0,0
CUST_0903,Male,55,46-60,Bronze,3,292319.55,18589.22,164,Top,CMP_000956,BOGO,10,App Push,2018-01-03,2018,0,0,0.0,1,0.3846,0,0,0
CUST_0987,Female,32,26-34,Bronze,16,269756.85,18735.47,163,Perfume,CMP_000957,Flash Sale,10,SMS,2018-04-09,2018,1,1,20143.31,1,0.5,1,0,1
CUST_2087,Male,59,46-60,Gold,20,79078.04,14738.57,46,Watch,CMP_000958,Discount,20,SMS,2018-01-06,2018,1,1,15185.19,1,0.875,0,0,0
CUST_2205,Female,42,35-45,Bronze,36,58436.61,4840.28,165,Dress,CMP_000959,Discount,30,Email,2018-05-06,2018,1,0,0.0,0,0.3846,0,0,0
CUST_2058,Female,18,18-25,Bronze,18,544722.99,24090.38,111,Jewellery,CMP_000960,Loyalty Reward,30,In-Store,2018-03-12,2018,1,1,22236.05,1,0.5385,1,0,0
CUST_1456,Female,48,46-60,Silver,5,261394.98,20205.88,139,Coat,CMP_000961,Loyalty Reward,10,In-Store,2018-08-07,2018,0,0,0.0,0,0.4286,0,0,1
CUST_1526,Male,46,46-60,Platinum,7,87387.92,9634.15,117,Coat,CMP_000962,Loyalty Reward,10,App Push,2018-06-24,2018,1,1,9446.91,1,0.625,1,1,0
CUST_0075,Female,49,46-60,Silver,13,473870.87,24838.69,39,Coat,CMP_000963,BOGO,10,Email,2018-02-23,2018,0,0,0.0,1,0.7692,0,1,0
CUST_2159,Female,40,35-45,Platinum,44,184577.92,19703.92,135,Trousers,CMP_000964,BOGO,10,In-Store,2018-06-19,2018,1,1,23216.27,0,0.375,1,0,0
CUST_1474,Female,55,46-60,Silver,49,497872.11,20435.99,135,Watch,CMP_000965,Seasonal Sale,40,Email,2018-03-26,2018,0,0,0.0,0,0.6154,1,1,0
CUST_2385,Male,56,46-60,Silver,39,567606.73,20877.27,89,Trousers,CMP_000966,Discount,40,App Push,2018-10-27,2018,1,1,13700.3,1,0.8571,0,1,0
CUST_2168,Male,48,46-60,Bronze,7,167330.01,12823.16,174,Jewellery,CMP_000967,Loyalty Reward,10,SMS,2018-05-07,2018,1,0,0.0,0,0.7143,0,0,0
CUST_1067,Male,37,35-45,Gold,22,353945.13,11868.82,176,Dress,CMP_000968,Discount,40,Email,2018-03-06,2018,1,1,7185.59,0,0.3077,1,0,0
CUST_0446,Female,45,35-45,Silver,13,50173.28,2633.38,112,Jewellery,CMP_000969,Seasonal Sale,40,App Push,2018-05-16,2018,0,0,0.0,0,0.3636,0,0,0
CUST_2261,Female,43,35-45,Silver,40,281036.49,16254.64,117,Top,CMP_000970,BOGO,20,Email,2018-04-30,2018,1,1,11621.15,1,0.8333,1,1,1
CUST_1806,Female,21,18-25,Bronze,23,401856.9,18547.43,121,Watch,CMP_000971,Seasonal Sale,20,In-Store,2018-11-09,2018,1,1,20591.81,1,0.3333,1,0,0
CUST_0828,Male,36,35-45,Silver,39,498012.29,22315.04,111,Shoes,CMP_000972,Discount,30,Email,2018-12-18,2018,1,1,18394.47,0,0.6,1,0,1
CUST_1073,Male,20,18-25,Gold,37,258436.57,9474.55,19,Shoes,CMP_000973,Flash Sale,30,In-Store,2018-01-01,2018,1,1,5722.72,1,0.6667,0,1,0
CUST_1050,Male,47,46-60,Bronze,30,185718.0,18912.09,27,Jewellery,CMP_000974,Seasonal Sale,20,Email,2018-10-16,2018,1,1,19778.71,1,0.9091,0,0,0
CUST_1610,Female,52,46-60,Bronze,35,159480.25,17130.64,7,Shoes,CMP_000975,Discount,20,App Push,2018-04-10,2018,1,1,16841.28,0,0.5556,1,0,1
CUST_1935,Female,44,35-45,Silver,7,65710.67,6854.73,4,Trousers,CMP_000976,New Arrival,20,Email,2018-02-20,2018,0,0,0.0,1,0.5556,0,1,0
