campaign_id,customer_id,offer_type,discount_pct,channel,sent_date,clicked,redeemed,treatment,revenue_after_lkr
CAMP_0296,CUST_196,Discount,50,SMS,2025-03-26,0,0,Control,0.0
CAMP_0297,CUST_483,Flash Sale,10,In-App Push,2025-03-29,0,0,Control,0.0
CAMP_0298,CUST_260,Discount,30,Email,2025-01-31,0,0,Treatment,0.0
CAMP_0299,CUST_101,Loyalty Reward,0,Email,2025-02-06,0,0,Treatment,0.0
CAMP_0300,CUST_137,Loyalty Reward,20,Email,2025-01-25,0,0,Treatment,0.0
CAMP_0301,CUST_353,BOGO,0,In-App Push,2025-04-10,0,0,Treatment,0.0
CAMP_0302,CUST_159,Loyalty Reward,0,SMS,2025-02-22,0,0,Treatment,0.0
CAMP_0303,CUST_043,Discount,30,Email,2025-04-13,1,0,Treatment,0.0
CAMP_0304,CUST_252,BOGO,0,SMS,2025-01-25,0,0,Treatment,0.0
CAMP_0305,CUST_113,Loyalty Reward,20,SMS,2025-01-13,0,0,Treatment,0.0
CAMP_0306,CUST_080,Flash Sale,50,SMS,2025-01-05,0,0,Treatment,0.0
CAMP_0307,CUST_489,Loyalty Reward,20,SMS,2025-03-09,0,0,Treatment,0.0
CAMP_0308,CUST_144,Loyalty Reward,0,Email,2025-02-14,0,0,Control,0.0
CAMP_0309,CUST_007,Flash Sale,30,In-App Push,2025-01-26,0,0,Treatment,0.0
CAMP_0310,CUST_149,Flash Sale,0,SMS,2025-04-10,1,0,Treatment,0.0
CAMP_0311,CUST_329,Loyalty Reward,10,SMS,2025-04-28,0,0,Treatment,0.0
CAMP_0312,CUST_085,Flash Sale,50,SMS,2025-02-12,1,1,Treatment,5840.59
CAMP_0313,CUST_240,Discount,0,SMS,2025-02-23,0,0,Treatment,0.0
CAMP_0314,CUST_307,Discount,50,Email,2025-04-04,0,0,Treatment,0.0
CAMP_0315,CUST_441,New Arrival,20,SMS,2025-01-09,0,0,Treatment,0.0
CAMP_0316,CUST_082,Flash Sale,30,SMS,2025-03-22,1,1,Treatment,10950.57
CAMP_0317,CUST_237,Loyalty Reward,20,SMS,2025-01-17,0,0,Treatment,0.0
CAMP_0318,CUST_009,Loyalty Reward,10,In-App Push,2025-04-10,0,0,Control,0.0
CAMP_0319,CUST_437,Flash Sale,10,Email,2025-03-06,1,0,Treatment,0.0
CAMP_0320,CUST_377,Discount,30,Email,2025-04-27,0,0,Treatment,0.0
CAMP_0321,CUST_015,Flash Sale,0,Email,2025-02-07,0,0,Treatment,0.0
CAMP_0322,CUST_342,Loyalty Reward,20,Email,2025-02-08,0,0,Treatment,0.0
CAMP_0323,CUST_183,Discount,50,In-App Push,2025-01-26,1,1,Treatment,12156.7
CAMP_0324,CUST_350,New Arrival,10,SMS,2025-02-08,1,0,Treatment,0.0
CAMP_0325,CUST_419,Loyalty Reward,50,SMS,2025-03-18,0,0,Treatment,0.0
CAMP_0326,CUST_372,Loyalty Reward,50,SMS,2025-02-12,0,0,Treatment,0.0
CAMP_0327,CUST_036,Discount,30,In-App Push,2025-04-12,1,0,Control,0.0
CAMP_0328,CUST_066,Flash Sale,0,In-App Push,2025-02-04,1,0,Control,0.0
CAMP_0329,CUST_344,Flash Sale,20,Email,2025-03-20,0,0,Control,0.0
CAMP_0330,CUST_158,Loyalty Reward,10,Email,2025-04-11,1,1,Treatment,13689.24
CAMP_0331,CUST_232,Loyalty Reward,20,SMS,2025-02-07,1,1,Treatment,4308.78
CAMP_0332,CUST_450,Discount,50,Email,2025-03-11,0,0,Treatment,0.0
CAMP_0333,CUST_494,Discount,50,In-App Push,2025-01-06,1,0,Treatment,0.0
CAMP_0334,CUST_455,Loyalty Reward,0,Email,2025-02-11,0,0,Control,0.0
CAMP_0335,CUST_344,Seasonal Sale,30,Email,2025-02-20,0,0,Treatment,0.0
CAMP_0336,CUST_269,Flash Sale,10,In-App Push,2025-03-03,0,0,Treatment,0.0
CAMP_0337,CUST_416,Discount,20,Email,2025-01-10,1,0,Treatment,0.0
CAMP_0338,CUST_070,Loyalty Reward,10,Email,2025-02-27,0,0,Treatment,0.0
CAMP_0339,CUST_429,Flash Sale,50,SMS,2025-01-03,0,0,Treatment,0.0
CAMP_0340,CUST_420,Loyalty Reward,0,In-App Push,2025-01-31,0,0,Treatment,0.0
CAMP_0341,CUST_061,Loyalty Reward,20,SMS,2025-02-21,1,1,Treatment,8307.1
CAMP_0342,CUST_149,Flash Sale,50,Email,2025-04-05,0,0,Control,0.0
CAMP_0343,CUST_134,Flash Sale,10,In-App Push,2025-02-28,0,0,Treatment,0.0
CAMP_0344,CUST_472,Loyalty Reward,20,In-App Push,2025-01-21,0,0,Treatment,0.0
CAMP_0345,CUST_302,Flash Sale,50,Email,2025-03-09,1,1,Treatment,11051.23
CAMP_0346,CUST_020,Flash Sale,10,Email,2025-04-30,0,0,Control,0.0
CAMP_0347,CUST_006,Discount,30,Email,2025-01-28,0,0,Control,0.0
CAMP_0348,CUST_012,Seasonal Sale,20,SMS,2025-04-24,1,1,Treatment,10312.26
CAMP_0349,CUST_462,Seasonal Sale,10,In-App Push,2025-03-31,0,0,Treatment,0.0
CAMP_0350,CUST_145,Loyalty Reward,30,In-App Push,2025-01-16,0,0,Treatment,0.0
CAMP_0351,CUST_321,Discount,50,SMS,2025-02-07,0,0,Treatment,0.0
CAMP_0352,CUST_173,Loyalty Reward,50,SMS,2025-03-04,0,0,Treatment,0.0
CAMP_0353,CUST_158,Loyalty Reward,20,SMS,2025-02-26,0,0,Control,0.0
CAMP_0354,CUST_470,Discount,0,In-App Push,2025-03-06,0,0,Treatment,0.0
CAMP_0355,CUST_172,Loyalty Reward,0,SMS,2025-03-24,0,0,Treatment,0.0
CAMP_0356,CUST_460,Flash Sale,0,Email,2025-04-29,0,0,Control,0.0
CAMP_0357,CUST_033,Loyalty Reward,30,Email,2025-03-19,1,1,Treatment,11738.89
CAMP_0358,CUST_494,Flash Sale,0,In-App Push,2025-01-08,0,0,Treatment,0.0
CAMP_0359,CUST_079,Flash Sale,10,Email,2025-02-21,0,0,Treatment,0.0
CAMP_0360,CUST_479,Flash Sale,20,SMS,2025-02-24,1,0,Control,0.0
CAMP_0361,CUST_470,Flash Sale,20,In-App Push,2025-02-26,0,0,Treatment,0.0
CAMP_0362,CUST_184,Loyalty Reward,50,In-App Push,2025-01-03,1,1,Treatment,14721.64
CAMP_0363,CUST_401,Discount,0,In-App Push,2025-04-24,0,0,Control,0.0
CAMP_0364,CUST_178,Discount,30,SMS,2025-03-05,0,0,Treatment,0.0
CAMP_0365,CUST_169,Flash Sale,50,SMS,2025-04-16,0,0,Treatment,0.0
CAMP_0366,CUST_159,Loyalty Reward,50,Email,2025-01-16,0,0,Treatment,0.0
CAMP_0367,CUST_290,Loyalty Reward,30,In-App Push,2025-02-15,0,0,Treatment,0.0
CAMP_0368,CUST_393,Loyalty Reward,10,In-App Push,2025-01-27,0,0,Treatment,0.0
CAMP_0369,CUST_381,Discount,0,In-App Push,2025-04-15,1,0,Treatment,0.0
CAMP_0370,CUST_206,Loyalty Reward,0,SMS,2025-03-18,1,0,Treatment,0.0
CAMP_0371,CUST_104,Loyalty Reward,50,Email,2025-01-09,0,0,Treatment,0.0
CAMP_0372,CUST_326,Loyalty Reward,10,In-App Push,2025-03-01,0,0,Treatment,0.0
CAMP_0373,CUST_498,Loyalty Reward,10,Email,2025-04-12,0,0,Control,0.0
CAMP_0374,CUST_447,Loyalty Reward,20,In-App Push,2025-01-07,0,0,Treatment,0.0
CAMP_0375,CUST_470,Discount,50,SMS,2025-02-24,0,0,Treatment,0.0
CAMP_0376,CUST_083,Discount,10,Email,2025-03-08,0,0,Control,0.0
CAMP_0377,CUST_260,Discount,30,In-App Push,2025-02-03,0,0,Control,0.0
CAMP_0378,CUST_311,Loyalty Reward,50,In-App Push,2025-04-28,0,0,Treatment,0.0
CAMP_0379,CUST_356,Loyalty Reward,30,In-App Push,2025-02-17,0,0,Control,0.0
CAMP_0380,CUST_349,Seasonal Sale,20,SMS,2025-02-04,0,0,Treatment,0.0
CAMP_0381,CUST_098,Loyalty Reward,10,SMS,2025-02-09,0,0,Treatment,0.0
CAMP_0382,CUST_418,Loyalty Reward,20,Email,2025-02-01,0,0,Treatment,0.0
CAMP_0383,CUST_470,Flash Sale,30,In-App Push,2025-02-13,0,0,Treatment,0.0
CAMP_0384,CUST_114,Discount,20,SMS,2025-03-11,0,0,Treatment,0.0
CAMP_0385,CUST_461,Flash Sale,20,In-App Push,2025-04-09,1,0,Treatment,0.0
CAMP_0386,CUST_324,Loyalty Reward,10,In-App Push,2025-04-16,1,0,Treatment,0.0
CAMP_0387,CUST_397,Loyalty Reward,20,Email,2025-04-30,0,0,Treatment,0.0
CAMP_0388,CUST_225,Flash Sale,30,In-App Push,2025-02-24,0,0,Treatment,0.0
CAMP_0389,CUST_164,Flash Sale,50,Email,2025-03-28,0,0,Treatment,0.0
CAMP_0390,CUST_246,Loyalty Reward,50,Email,2025-03-13,0,0,Treatment,0.0
CAMP_0391,CUST_328,Flash Sale,0,SMS,2025-01-25,1,0,Control,0.0
CAMP_0392,CUST_115,Flash Sale,0,In-App Push,2025-04-14,0,0,Treatment,0.0
CAMP_0393,CUST_192,Loyalty Reward,10,SMS,2025-02-27,0,0,Treatment,0.0
CAMP_0394,CUST_464,Discount,30,Email,2025-01-21,0,0,Treatment,0.0
CAMP_0395,CUST_307,Flash Sale,20,SMS,2025-01-19,0,0,Treatment,0.0
CAMP_0396,CUST_187,Flash Sale,10,Email,2025-03-30,0,0,Treatment,0.0
CAMP_0397,CUST_118,Seasonal Sale,0,In-App Push,2025-01-04,0,0,Control,0.0
CAMP_0398,CUST_256,BOGO,0,Email,2025-02-09,0,0,Treatment,0.0
CAMP_0399,CUST_070,BOGO,0,SMS,2025-03-13,0,0,Treatment,0.0
CAMP_0400,CUST_074,Discount,30,SMS,2025-01-24,0,0,Treatment,0.0
CAMP_0401,CUST_471,BOGO,0,Email,2025-01-14,0,0,Treatment,0.0
CAMP_0402,CUST_135,Loyalty Reward,0,SMS,2025-02-24,0,0,Treatment,0.0
CAMP_0403,CUST_050,Loyalty Reward,10,SMS,2025-02-08,0,0,Control,0.0
CAMP_0404,CUST_468,Loyalty Reward,20,Email,2025-02-21,0,0,Control,0.0
CAMP_0405,CUST_310,Flash Sale,0,SMS,2025-01-09,0,0,Treatment,0.0
CAMP_0406,CUST_335,Loyalty Reward,20,SMS,2025-02-24,0,0,Treatment,0.0
CAMP_0407,CUST_141,BOGO,0,Email,2025-01-22,0,0,Control,0.0
CAMP_0408,CUST_101,Loyalty Reward,20,Email,2025-04-13,0,0,Treatment,0.0
CAMP_0409,CUST_181,Loyalty Reward,50,In-App Push,2025-02-07,0,0,Control,0.0
CAMP_0410,CUST_115,Discount,10,In-App Push,2025-03-30,0,0,Treatment,0.0
CAMP_0411,CUST_076,Seasonal Sale,10,SMS,2025-03-12,0,0,Treatment,0.0
CAMP_0412,CUST_196,Flash Sale,10,SMS,2025-01-06,0,0,Control,0.0
CAMP_0413,CUST_213,Flash Sale,50,Email,2025-01-10,1,1,Control,6828.21
CAMP_0414,CUST_175,Discount,20,In-App Push,2025-03-01,1,0,Treatment,0.0
CAMP_0415,CUST_499,Loyalty Reward,30,Email,2025-02-27,0,0,Treatment,0.0
CAMP_0416,CUST_121,Loyalty Reward,10,In-App Push,2025-04-03,0,0,Treatment,0.0
CAMP_0417,CUST_438,Loyalty Reward,30,Email,2025-04-28,0,0,Treatment,0.0
CAMP_0418,CUST_266,Flash Sale,10,In-App Push,2025-04-12,1,0,Treatment,0.0
CAMP_0419,CUST_183,Loyalty Reward,0,Email,2025-03-07,0,0,Treatment,0.0
CAMP_0420,CUST_446,Discount,30,Email,2025-03-16,0,0,Control,0.0
CAMP_0421,CUST_368,Seasonal Sale,30,Email,2025-03-15,0,0,Treatment,0.0
CAMP_0422,CUST_124,Discount,10,Email,2025-02-28,0,0,Treatment,0.0
CAMP_0423,CUST_099,Discount,20,SMS,2025-03-02,0,0,Control,0.0
CAMP_0424,CUST_162,Flash Sale,20,SMS,2025-04-19,0,0,Control,0.0
CAMP_0425,CUST_306,Loyalty Reward,10,Email,2025-02-02,0,0,Treatment,0.0
CAMP_0426,CUST_241,Loyalty Reward,10,In-App Push,2025-03-22,0,0,Treatment,0.0
CAMP_0427,CUST_289,Discount,20,SMS,2025-01-08,0,0,Control,0.0
CAMP_0428,CUST_221,Loyalty Reward,10,In-App Push,2025-04-09,0,0,Treatment,0.0
CAMP_0429,CUST_306,Loyalty Reward,10,SMS,2025-04-05,0,0,Treatment,0.0
CAMP_0430,CUST_300,Discount,0,In-App Push,2025-03-16,0,0,Treatment,0.0
CAMP_0431,CUST_152,Loyalty Reward,0,Email,2025-03-26,0,0,Control,0.0
CAMP_0432,CUST_316,Loyalty Reward,20,SMS,2025-04-12,0,0,Treatment,0.0
CAMP_0433,CUST_483,Loyalty Reward,50,SMS,2025-01-08,1,1,Control,8298.03
CAMP_0434,CUST_469,Discount,0,Email,2025-01-28,0,0,Treatment,0.0
CAMP_0435,CUST_485,Loyalty Reward,50,In-App Push,2025-02-15,0,0,Treatment,0.0
CAMP_0436,CUST_109,Flash Sale,50,In-App Push,2025-04-10,1,0,Treatment,0.0
CAMP_0437,CUST_076,Loyalty Reward,20,SMS,2025-02-12,1,0,Treatment,0.0
CAMP_0438,CUST_046,Flash Sale,10,In-App Push,2025-02-09,1,0,Treatment,0.0
CAMP_0439,CUST_221,Loyalty Reward,50,SMS,2025-01-29,0,0,Treatment,0.0
CAMP_0440,CUST_236,Loyalty Reward,0,In-App Push,2025-04-21,0,0,Treatment,0.0
CAMP_0441,CUST_294,Loyalty Reward,0,In-App Push,2025-02-09,0,0,Control,0.0
CAMP_0442,CUST_256,Discount,50,In-App Push,2025-03-06,0,0,Treatment,0.0
CAMP_0443,CUST_433,Loyalty Reward,30,Email,2025-03-29,0,0,Treatment,0.0
CAMP_0444,CUST_376,Loyalty Reward,20,SMS,2025-03-29,0,0,Treatment,0.0
CAMP_0445,CUST_471,Flash Sale,30,SMS,2025-02-03,0,0,Treatment,0.0
CAMP_0446,CUST_167,Flash Sale,50,SMS,2025-01-02,0,0,Treatment,0.0
CAMP_0447,CUST_356,BOGO,0,SMS,2025-04-07,0,0,Control,0.0
CAMP_0448,CUST_174,Flash Sale,50,In-App Push,2025-02-06,0,0,Treatment,0.0
CAMP_0449,CUST_060,Discount,50,Email,2025-04-09,0,0,Treatment,0.0
CAMP_0450,CUST_001,Discount,0,Email,2025-03-04,0,0,Treatment,0.0
CAMP_0451,CUST_141,Loyalty Reward,50,Email,2025-03-14,0,0,Treatment,0.0
CAMP_0452,CUST_330,Seasonal Sale,0,In-App Push,2025-02-01,0,0,Treatment,0.0
CAMP_0453,CUST_249,Flash Sale,30,In-App Push,2025-01-26,0,0,Treatment,0.0
CAMP_0454,CUST_133,Loyalty Reward,50,In-App Push,2025-02-23,0,0,Treatment,0.0
CAMP_0455,CUST_195,Loyalty Reward,0,In-App Push,2025-01-21,0,0,Treatment,0.0
CAMP_0456,CUST_183,Loyalty Reward,50,SMS,2025-03-15,0,0,Treatment,0.0
CAMP_0457,CUST_179,Loyalty Reward,30,SMS,2025-02-09,0,0,Treatment,0.0
CAMP_0458,CUST_469,Discount,10,SMS,2025-01-05,0,0,Treatment,0.0
CAMP_0459,CUST_296,New Arrival,50,In-App Push,2025-04-27,0,0,Treatment,0.0
CAMP_0460,CUST_152,Loyalty Reward,50,In-App Push,2025-04-01,1,1,Treatment,10619.8
CAMP_0461,CUST_461,Discount,20,SMS,2025-02-02,0,0,Treatment,0.0
CAMP_0462,CUST_073,Loyalty Reward,50,SMS,2025-02-28,1,1,Treatment,12490.3
CAMP_0463,CUST_315,New Arrival,20,In-App Push,2025-04-13,0,0,Treatment,0.0
CAMP_0464,CUST_014,Loyalty Reward,10,In-App Push,2025-01-24,0,0,Treatment,0.0
CAMP_0465,CUST_494,BOGO,0,Email,2025-02-10,1,0,Treatment,0.0
CAMP_0466,CUST_438,Loyalty Reward,30,SMS,2025-02-17,1,1,Treatment,11640.9
CAMP_0467,CUST_077,Discount,10,Email,2025-01-03,0,0,Control,0.0
CAMP_0468,CUST_206,BOGO,0,SMS,2025-04-29,0,0,Treatment,0.0
CAMP_0469,CUST_495,Loyalty Reward,20,In-App Push,2025-02-26,0,0,Treatment,0.0
CAMP_0470,CUST_379,Flash Sale,0,Email,2025-02-23,0,0,Control,0.0
CAMP_0471,CUST_109,Discount,20,SMS,2025-04-03,0,0,Control,0.0
CAMP_0472,CUST_467,BOGO,0,SMS,2025-01-14,1,0,Treatment,0.0
CAMP_0473,CUST_437,Discount,30,Email,2025-02-20,0,0,Treatment,0.0
CAMP_0474,CUST_128,Discount,30,SMS,2025-01-14,0,0,Treatment,0.0
CAMP_0475,CUST_202,Discount,10,In-App Push,2025-02-23,0,0,Treatment,0.0
CAMP_0476,CUST_145,Loyalty Reward,20,Email,2025-03-20,0,0,Treatment,0.0
CAMP_0477,CUST_459,Flash Sale,50,In-App Push,2025-02-09,1,1,Treatment,8167.28
CAMP_0478,CUST_248,Loyalty Reward,0,In-App Push,2025-02-26,0,0,Treatment,0.0
CAMP_0479,CUST_420,Loyalty Reward,0,SMS,2025-03-29,0,0,Control,0.0
CAMP_0480,CUST_151,Discount,20,Email,2025-01-04,0,0,Control,0.0
CAMP_0481,CUST_186,Loyalty Reward,50,In-App Push,2025-02-23,0,0,Treatment,0.0
CAMP_0482,CUST_165,Loyalty Reward,10,In-App Push,2025-02-12,0,0,Treatment,0.0
CAMP_0483,CUST_026,Loyalty Reward,0,In-App Push,2025-04-04,0,0,Control,0.0
CAMP_0484,CUST_422,Flash Sale,20,Email,2025-02-07,0,0,Treatment,0.0
CAMP_0485,CUST_050,Discount,20,Email,2025-01-05,0,0,Treatment,0.0
CAMP_0486,CUST_006,Flash Sale,30,SMS,2025-03-25,0,0,Treatment,0.0
CAMP_0487,CUST_361,Loyalty Reward,30,In-App Push,2025-02-19,0,0,Treatment,0.0
CAMP_0488,CUST_393,Loyalty Reward,10,Email,2025-02-13,0,0,Treatment,0.0
CAMP_0489,CUST_240,Discount,20,In-App Push,2025-01-18,0,0,Treatment,0.0
CAMP_0490,CUST_052,Loyalty Reward,20,In-App Push,2025-03-28,0,0,Treatment,0.0
CAMP_0491,CUST_042,Seasonal Sale,20,In-App Push,2025-01-29,1,0,Control,0.0
CAMP_0492,CUST_238,Discount,30,Email,2025-04-14,1,0,Control,0.0
CAMP_0493,CUST_021,Discount,0,In-App Push,2025-01-07,0,0,Control,0.0
CAMP_0494,CUST_379,Discount,0,SMS,2025-04-04,0,0,Treatment,0.0
CAMP_0495,CUST_167,Flash Sale,0,In-App Push,2025-03-31,0,0,Control,0.0
CAMP_0496,CUST_033,Loyalty Reward,10,Email,2025-04-08,0,0,Treatment,0.0
CAMP_0497,CUST_478,Loyalty Reward,20,In-App Push,2025-03-01,0,0,Treatment,0.0
CAMP_0498,CUST_471,Loyalty Reward,30,Email,2025-01-23,0,0,Treatment,0.0
CAMP_0499,CUST_363,Loyalty Reward,50,In-App Push,2025-02-14,0,0,Treatment,0.0
CAMP_0500,CUST_434,Loyalty Reward,30,In-App Push,2025-01-01,0,0,Treatment,0.0
CAMP_0501,CUST_053,Discount,10,Email,2025-03-10,0,0,Treatment,0.0
CAMP_0502,CUST_498,Loyalty Reward,0,SMS,2025-04-24,0,0,Treatment,0.0
CAMP_0503,CUST_251,BOGO,0,SMS,2025-01-22,0,0,Treatment,0.0
CAMP_0504,CUST_470,Flash Sale,50,In-App Push,2025-02-26,0,0,Treatment,0.0
CAMP_0505,CUST_336,BOGO,0,SMS,2025-01-24,0,0,Treatment,0.0
CAMP_0506,CUST_148,Flash Sale,0,In-App Push,2025-04-24,0,0,Treatment,0.0
CAMP_0507,CUST_330,Loyalty Reward,10,Email,2025-01-12,0,0,Control,0.0
CAMP_0508,CUST_389,Flash Sale,20,In-App Push,2025-04-26,0,0,Treatment,0.0
CAMP_0509,CUST_493,New Arrival,0,Email,2025-01-12,0,0,Treatment,0.0
CAMP_0510,CUST_334,New Arrival,50,In-App Push,2025-04-14,0,0,Treatment,0.0
CAMP_0511,CUST_036,Discount,20,In-App Push,2025-02-09,0,0,Treatment,0.0
CAMP_0512,CUST_209,Loyalty Reward,30,Email,2025-01-05,0,0,Treatment,0.0
CAMP_0513,CUST_023,Flash Sale,50,Email,2025-04-19,1,0,Treatment,0.0
CAMP_0514,CUST_170,Loyalty Reward,50,Email,2025-03-19,0,0,Treatment,0.0
CAMP_0515,CUST_186,Loyalty Reward,0,In-App Push,2025-03-25,0,0,Treatment,0.0
CAMP_0516,CUST_326,Loyalty Reward,50,In-App Push,2025-04-15,0,0,Treatment,0.0
CAMP_0517,CUST_131,Flash Sale,0,Email,2025-03-26,0,0,Treatment,0.0
CAMP_0518,CUST_094,New Arrival,20,In-App Push,2025-02-14,0,0,Control,0.0
CAMP_0519,CUST_484,Loyalty Reward,10,Email,2025-03-13,0,0,Treatment,0.0
CAMP_0520,CUST_423,Discount,30,Email,2025-03-01,0,0,Treatment,0.0
CAMP_0521,CUST_331,Discount,20,Email,2025-03-01,0,0,Treatment,0.0
CAMP_0522,CUST_465,Flash Sale,0,In-App Push,2025-03-07,1,0,Treatment,0.0
CAMP_0523,CUST_131,Discount,50,Email,2025-03-21,1,1,Treatment,9307.16
CAMP_0524,CUST_462,Loyalty Reward,0,SMS,2025-04-09,0,0,Treatment,0.0
CAMP_0525,CUST_467,Loyalty Reward,50,SMS,2025-01-09,1,1,Control,10441.83
CAMP_0526,CUST_483,BOGO,0,In-App Push,2025-04-22,0,0,Treatment,0.0
CAMP_0527,CUST_382,Seasonal Sale,20,SMS,2025-04-26,1,0,Treatment,0.0
CAMP_0528,CUST_304,Loyalty Reward,10,SMS,2025-03-24,0,0,Treatment,0.0
CAMP_0529,CUST_356,Loyalty Reward,30,Email,2025-01-30,0,0,Control,0.0
CAMP_0530,CUST_496,Loyalty Reward,30,In-App Push,2025-02-21,0,0,Treatment,0.0
CAMP_0531,CUST_418,Loyalty Reward,10,Email,2025-01-19,0,0,Treatment,0.0
CAMP_0532,CUST_458,Discount,20,SMS,2025-01-06,0,0,Treatment,0.0
CAMP_0533,CUST_250,Discount,0,In-App Push,2025-04-01,0,0,Treatment,0.0
CAMP_0534,CUST_405,Loyalty Reward,20,SMS,2025-03-29,1,1,Treatment,13639.25
CAMP_0535,CUST_457,New Arrival,30,In-App Push,2025-04-10,0,0,Treatment,0.0
CAMP_0536,CUST_102,New Arrival,30,SMS,2025-01-01,1,0,Treatment,0.0
CAMP_0537,CUST_200,Discount,30,In-App Push,2025-03-08,0,0,Treatment,0.0
CAMP_0538,CUST_483,BOGO,0,SMS,2025-04-30,0,0,Treatment,0.0
CAMP_0539,CUST_370,Loyalty Reward,20,In-App Push,2025-01-30,1,1,Treatment,6047.26
CAMP_0540,CUST_204,Loyalty Reward,0,SMS,2025-04-19,0,0,Treatment,0.0
CAMP_0541,CUST_396,Discount,10,Email,2025-01-18,0,0,Control,0.0
CAMP_0542,CUST_405,Loyalty Reward,30,In-App Push,2025-01-06,0,0,Treatment,0.0
CAMP_0543,CUST_449,Flash Sale,30,SMS,2025-03-18,0,0,Treatment,0.0
CAMP_0544,CUST_459,Discount,0,In-App Push,2025-03-17,0,0,Treatment,0.0
CAMP_0545,CUST_407,Flash Sale,20,In-App Push,2025-01-25,0,0,Treatment,0.0
CAMP_0546,CUST_288,Loyalty Reward,50,In-App Push,2025-02-09,1,0,Control,0.0
CAMP_0547,CUST_323,BOGO,0,Email,2025-02-10,0,0,Control,0.0
CAMP_0548,CUST_004,BOGO,0,SMS,2025-01-28,0,0,Treatment,0.0
CAMP_0549,CUST_108,Discount,30,Email,2025-04-03,0,0,Treatment,0.0
CAMP_0550,CUST_262,Discount,20,Email,2025-03-06,0,0,Treatment,0.0
CAMP_0551,CUST_419,BOGO,0,SMS,2025-03-15,0,0,Treatment,0.0
CAMP_0552,CUST_050,Loyalty Reward,30,SMS,2025-03-03,0,0,Treatment,0.0
CAMP_0553,CUST_009,Flash Sale,0,SMS,2025-02-20,0,0,Treatment,0.0
CAMP_0554,CUST_277,Loyalty Reward,10,In-App Push,2025-02-13,1,1,Treatment,10664.23
CAMP_0555,CUST_270,Loyalty Reward,20,Email,2025-01-26,1,1,Control,9133.65
CAMP_0556,CUST_333,Flash Sale,30,SMS,2025-03-16,0,0,Treatment,0.0
CAMP_0557,CUST_234,Flash Sale,30,SMS,2025-01-30,0,0,Treatment,0.0
CAMP_0558,CUST_369,Flash Sale,10,In-App Push,2025-04-08,1,0,Treatment,0.0
CAMP_0559,CUST_404,Loyalty Reward,10,Email,2025-04-09,0,0,Control,0.0
CAMP_0560,CUST_473,Loyalty Reward,50,Email,2025-03-25,0,0,Treatment,0.0
CAMP_0561,CUST_094,Loyalty Reward,30,Email,2025-03-22,0,0,Treatment,0.0
CAMP_0562,CUST_361,Flash Sale,10,Email,2025-03-22,0,0,Treatment,0.0
CAMP_0563,CUST_054,Seasonal Sale,50,SMS,2025-02-02,0,0,Treatment,0.0
CAMP_0564,CUST_199,Loyalty Reward,50,Email,2025-04-20,1,1,Treatment,4390.89
CAMP_0565,CUST_381,Flash Sale,50,In-App Push,2025-01-31,0,0,Control,0.0
CAMP_0566,CUST_453,New Arrival,0,In-App Push,2025-01-27,1,0,Treatment,0.0
CAMP_0567,CUST_072,BOGO,0,SMS,2025-03-06,0,0,Treatment,0.0
CAMP_0568,CUST_044,BOGO,0,Email,2025-03-30,1,0,Treatment,0.0
CAMP_0569,CUST_038,Loyalty Reward,30,Email,2025-03-21,0,0,Treatment,0.0
CAMP_0570,CUST_074,Flash Sale,20,SMS,2025-04-22,0,0,Treatment,0.0
CAMP_0571,CUST_378,Discount,0,Email,2025-02-12,0,0,Treatment,0.0
CAMP_0572,CUST_200,Discount,10,SMS,2025-02-27,0,0,Treatment,0.0
CAMP_0573,CUST_284,Flash Sale,50,Email,2025-02-09,0,0,Treatment,0.0
CAMP_0574,CUST_098,Loyalty Reward,0,In-App Push,2025-04-20,0,0,Treatment,0.0
CAMP_0575,CUST_313,Loyalty Reward,20,In-App Push,2025-02-11,1,0,Treatment,0.0
CAMP_0576,CUST_216,Discount,50,Email,2025-03-20,0,0,Treatment,0.0
CAMP_0577,CUST_023,Flash Sale,30,Email,2025-03-01,1,1,Control,14809.81
CAMP_0578,CUST_422,Discount,10,In-App Push,2025-02-04,0,0,Treatment,0.0
CAMP_0579,CUST_485,Loyalty Reward,0,In-App Push,2025-03-15,0,0,Treatment,0.0
CAMP_0580,CUST_075,Discount,30,SMS,2025-03-16,0,0,Control,0.0
CAMP_0581,CUST_328,Flash Sale,30,SMS,2025-02-17,0,0,Treatment,0.0
CAMP_0582,CUST_426,Seasonal Sale,30,Email,2025-04-29,1,0,Control,0.0
CAMP_0583,CUST_216,Loyalty Reward,30,Email,2025-02-03,0,0,Treatment,0.0
CAMP_0584,CUST_025,Discount,50,Email,2025-01-08,0,0,Treatment,0.0
CAMP_0585,CUST_392,New Arrival,50,Email,2025-04-30,0,0,Treatment,0.0
CAMP_0586,CUST_236,Loyalty Reward,50,In-App Push,2025-01-10,0,0,Treatment,0.0
CAMP_0587,CUST_337,Flash Sale,10,In-App Push,2025-02-02,1,0,Treatment,0.0
CAMP_0588,CUST_351,Loyalty Reward,50,SMS,2025-04-11,0,0,Treatment,0.0
CAMP_0589,CUST_401,Flash Sale,10,In-App Push,2025-01-26,0,0,Treatment,0.0
CAMP_0590,CUST_048,Loyalty Reward,20,In-App Push,2025-04-09,0,0,Treatment,0.0
